Date,Regime_droit_commun,Regime_derogatoire,Inscriptions_hypotheques,pourcentage_droit_commun,pourcentage_regime_derogatoire,pourcentage_inscriptions_hypotheques
2013-07-31,422798631.57894737,153914571.21212122,100198714.28571428,62.459918478727104,22.737754695883503,14.8023268253894
2013-08-31,341377184.21052635,121464848.48484848,80359285.71428572,62.845426297929826,22.360926670882005,14.793647031188165
2013-09-30,269727526.31578946,89745303.03030303,58555000.0,64.52382051637939,21.468738856618405,14.007440627002204
2013-10-31,363050226.5892003,88091212.12121212,87561924.28571428,67.39334697485648,16.35245260606355,16.25420041907996
2013-11-30,263007397.47095013,92542575.75757577,68114428.57142857,62.07918256845587,21.843368327479272,16.077449104064872
2013-12-31,299127485.36568695,246978484.84848484,101956000.0,46.15723481919965,38.11031910526447,15.732446075535886
2014-01-31,335205634.3130554,185566363.63636363,82627571.42857143,55.55284612791477,30.753479626717862,13.69367424536736
2014-02-28,245341397.47095013,96038333.33333333,79462571.42857143,58.29770347924793,22.82050374303738,18.881792777714697
2014-03-31,381182170.35106707,108478181.81818181,78586428.57142857,67.08039240525353,19.089977364550425,13.829630230196043
2014-04-30,178229269.43001446,115310454.54545455,68679714.28571428,49.20477771308889,31.834419240170202,18.96080304674092
2014-05-31,226307881.09668112,82549242.42424242,60604142.85714286,61.25347950956848,22.34313849283744,16.40338199759408
2014-06-30,260656569.98557,129311515.15151516,61639857.14285714,57.71744594872391,28.63357860773796,13.648975443538122
2014-07-31,385599898.04112554,113156515.15151516,85677000.0,65.97841419344452,19.361746367882045,14.659839438673433
2014-08-31,381492103.3189033,206210757.57575756,54212000.0,59.43032737818273,32.12431587708592,8.445356744731333
2014-09-30,286050212.987013,72864090.9090909,52609428.57142857,69.5100161713228,17.705926817924066,12.78405701075314
2014-10-31,355009831.0966811,124703939.39393939,84311857.14285713,62.94214548126492,22.10962291149226,14.948231607242807
2014-11-30,228157134.00000003,86726363.63636364,67207285.71428572,59.71280751637954,22.697842349359625,17.58935013426083
2014-12-31,272364582.5,138888939.3939394,74243428.57142857,56.100163397304115,28.607582243474216,15.292254359221685
2015-01-31,262568355.55555555,238370303.03030303,98230417.14285715,43.82208064330042,39.78347893545649,16.394440421243083
2015-02-28,230178839.4660895,113376212.12121212,86071571.42857143,53.576484122490065,26.38947542993007,20.034040447579855
2015-03-31,281293688.8888889,122965909.0909091,105688857.14285713,55.16120032587036,24.11339966925339,20.725400004876253
2015-04-30,263579027.02741703,120916666.66666667,103797714.28571428,53.97964066685128,24.763116743052432,21.257242590096297
2015-05-31,256221385.7142857,97942727.27272727,89481571.42857143,57.75360714977015,22.076790266031203,20.169602584198635
2015-06-30,268540468.4444445,123561212.12121212,85305142.85714285,56.249817821858095,25.88174405119138,17.86843812695052
2015-07-31,412773350.0,154083030.3030303,116341857.14285713,60.41780077523893,22.55319493783595,17.029004286925137
2015-08-31,368210000.0,141540000.0,89638285.71428572,61.43096366343019,23.61407511181638,14.954961224753427
2015-09-30,346665133.3333334,104010151.51515152,117987571.42857143,60.96145185266607,18.290301602620776,20.748246544713147
2015-10-31,347142822.2222222,121535454.54545455,103651285.71428572,60.654358079426096,21.235222241256295,18.110419679317612
2015-11-30,362829277.7777778,137568333.33333334,118403714.28571428,58.63421148057534,22.23142189379013,19.134366625634527
2015-12-31,384171922.2222222,244948484.84848484,155332285.7142857,48.97324284251239,31.225399198880904,19.801357958606694
2016-01-31,291950252.7777778,307010757.57575756,111954857.14285713,41.06677964664493,43.18524478247287,15.747975570882197
2016-02-29,322888133.3333334,127543333.33333333,93480857.14285713,59.36400393943045,23.449244988609333,17.18675107196023
