,date_mutation,valeur_fonciere,code_voie,code_postal,code_com,no_plan,nb_lot,surface_reel_bati,nb_piece_prin,surf_terrain,tt_surf_carez,vente,vente_etat_futur_achev,appartement,dependance,local_indus_com,maison,PE
8428,2023-08-29,193150.0,0045,31870.0,52,312,0,78,4,431,0.0,1,0,0,0,0,1,5935.47049896442
8429,2023-06-14,310000.0,0320,31490.0,291,243,0,0,0,1401,0.0,2,0,0,0,0,0,9526.253454201244
8430,2023-08-29,247000.0,0047,31700.0,150,298,4,44,2,1129,44.46,3,0,1,1,0,0,7590.272913508733
8431,2023-08-29,70500.0,0041,31510.0,207,502,0,105,3,285,0.0,1,0,0,0,0,1,2166.4544145844766
8432,2023-03-20,4000.0,0001,31330.0,403,339,0,0,0,257,0.0,2,0,0,0,0,0,122.91939940904831
8433,2023-03-20,20000.0,0003,31510.0,45,75,0,36,1,416,0.0,1,0,0,0,0,1,614.5969970452416
8434,2023-08-30,190000.0,B113,31290.0,262,185,0,80,3,162,0.0,2,0,0,1,0,1,5838.671471929794
8435,2023-10-18,586800.0,1180,31200.0,555,282,2,71,3,682,69.91,2,0,1,1,0,0,18032.27589330739
8436,2023-05-24,440850.0,1005,31770.0,149,141,5,69,3,0,64.86,3,0,1,1,0,0,13547.254307369736
8437,2023-08-25,465000.0,1015,31250.0,451,159,0,91,4,1782,0.0,3,0,0,0,0,1,14289.380181301865
8438,2023-06-14,776900.0,0350,31120.0,259,20,0,124,5,1230,0.0,2,0,0,0,1,1,23874.02035022241
8439,2023-04-25,325480.0,1293,31770.0,149,361,0,104,6,1278,0.0,2,0,0,1,0,1,10001.95152991426
8440,2023-11-24,162000.0,5512,31200.0,555,384,2,19,1,0,18.81,2,0,1,1,0,0,4978.235676066456
8441,2023-04-25,405000.0,1290,31600.0,395,82,9,62,3,0,0.0,3,0,1,1,0,0,12445.589190166142
8442,2023-02-28,175000.0,0405,31370.0,454,141,2,127,4,69,0.0,3,0,1,1,0,1,5377.723724145863
8443,2023-03-20,170000.0,0030,31270.0,157,154,4,72,4,0,0.0,2,0,1,1,0,0,5224.074474884553
8444,2023-07-27,234000.0,3888,31200.0,555,44,2,32,2,0,0.0,2,0,1,1,0,0,7190.784865429325
8445,2023-12-01,380000.0,4816,31400.0,555,436,3,62,0,0,59.85,2,0,0,1,1,0,11677.342943859589
8446,2023-02-17,680000.0,A038,31840.0,32,133,0,350,10,3144,0.0,4,0,0,1,0,1,20896.29789953821
8447,2023-01-14,1600.0,B354,31310.0,375,244,0,0,0,2241,0.0,1,0,0,0,0,0,49.16775976361932
8448,2023-05-30,370000.0,6842,31200.0,555,411,2,63,3,0,60.37,2,0,1,1,0,0,11370.04444533697
8449,2023-08-31,170710.0,8912,31200.0,555,265,2,46,2,0,45.92,2,0,1,1,0,0,5245.892668279659
8450,2023-09-15,371000.0,1680,31170.0,557,335,0,0,0,1471,0.0,1,0,0,0,0,0,11400.774295189232
8451,2023-02-23,120000.0,0011,31620.0,581,1583,0,0,0,1388,0.0,1,0,0,0,0,0,3687.5819822714493
8452,2023-03-20,240000.0,0024,31150.0,293,116,0,0,0,1773,0.0,1,0,0,0,0,0,7375.163964542899
8453,2023-04-26,528800.0,0493,31700.0,69,163,6,75,4,0,76.87,2,0,1,1,0,0,16249.944601876185
8454,2023-02-06,15000.0,5116,31500.0,555,292,1,0,0,0,0.0,1,1,0,1,0,0,460.94774778393116
8455,2023-02-28,1200000.0,0410,31270.0,157,347,3,119,5,0,119.38,3,1,1,1,0,0,36875.81982271449
8456,2023-05-25,405000.0,2855,31170.0,557,137,9,44,2,0,0.0,3,0,1,1,0,0,12445.589190166142
8457,2023-10-03,675600.0,2740,31200.0,555,215,4,85,4,0,84.46,2,0,1,1,0,0,20761.086560188258
8458,2023-02-23,675000.0,0045,31860.0,580,96,0,104,4,120,0.0,3,0,0,0,1,1,20742.6486502769
8459,2023-02-23,914950.0,0046,31700.0,150,899,3,198,7,387,56.26,4,0,1,1,0,1,28116.276122327185
8460,2023-03-31,109600000.0,5452,31000.0,555,178,0,0,0,0,0.0,2,0,0,0,0,0,3367991.543807924
8461,2023-08-29,178000.0,0074,31700.0,351,760,4,40,2,0,40.68,2,0,1,1,0,0,5469.913273702648
8462,2023-10-20,285000.0,6128,31000.0,555,494,1,53,2,0,49.81,1,0,1,0,0,0,8758.007207894692
8463,2023-03-29,523800.0,0456,31500.0,555,257,5,58,3,0,59.23,3,0,1,1,0,0,16096.295352614876
8464,2023-02-23,276570.0,0050,31140.0,22,288,2,43,2,0,45.0,2,0,1,1,0,0,8498.954573640121
8465,2023-06-30,254000.0,5391,31100.0,555,320,2,73,4,0,74.53,2,0,1,1,0,0,7805.381862474566
8466,2023-03-29,200100.0,0460,31620.0,118,2661,0,114,4,122,0.0,1,0,0,0,0,1,6149.0429554376415
8467,2023-07-11,280000.0,0382,31220.0,135,2220,0,89,0,365,0.0,2,0,0,0,1,0,8604.35795863338
8468,2023-06-30,524000.0,5396,31500.0,555,16,2,0,0,0,0.0,2,1,0,0,0,0,16102.441322585328
8469,2023-07-11,3152000.0,0388,31560.0,396,43,0,284,10,6000,0.0,8,0,0,1,0,1,96860.48673433006
8470,2023-03-20,340800.0,0050,31850.0,389,195,1,256,8,2082,0.0,3,0,1,1,0,1,10472.732829650915
8471,2023-10-03,800000.0,2736,31300.0,555,467,0,106,4,1238,0.0,2,0,0,1,0,1,24583.87988180966
8472,2023-03-27,3640000.0,0744,31100.0,555,89,0,280,6,3280,0.0,4,0,0,1,0,1,111856.65346223397
8473,2023-08-17,340000.0,0555,31490.0,291,21,0,107,4,845,0.0,1,0,0,0,0,1,10448.148949769105
8474,2023-08-17,750000.0,0557,31620.0,118,1716,0,0,0,3166,0.0,3,0,0,0,0,0,23047.387389196556
8475,2023-07-28,867000.0,2360,31170.0,557,387,0,85,6,1324,0.0,3,0,0,1,0,1,26642.779821911223
8476,2023-05-16,230000.0,8164,31400.0,555,133,2,28,1,0,27.53,2,0,1,1,0,0,7067.865466020277
8477,2023-11-28,612000.0,4434,31400.0,555,217,3,84,4,0,84.97,3,0,1,1,0,0,18806.66810958439
8478,2023-08-25,486000.0,1029,31700.0,69,545,3,49,3,0,0.0,3,0,1,1,0,0,14934.707028199367
8479,2023-08-29,279000.0,0085,31150.0,230,44,0,110,4,246,0.0,1,0,0,0,0,1,8573.628108781118
8480,2023-02-23,2213600.0,2693,31400.0,555,84,16,139,6,0,110.72,4,0,1,1,0,0,68023.59563296732
8481,2023-02-23,944225.0,0030,31330.0,341,851,0,174,10,4910,0.0,5,0,0,1,0,1,29015.892476752153
8482,2023-02-23,941200.0,0031,31260.0,110,1079,0,204,8,4596,0.0,4,0,0,1,0,1,28922.934680949063
8483,2023-07-11,269250.0,0370,31750.0,169,671,0,85,4,212,0.0,1,0,0,0,0,1,8274.012072721564
8484,2023-03-20,826000.0,0045,31210.0,31,45,0,210,8,4170,0.0,4,0,0,1,0,1,25382.855977968477
8485,2023-08-29,2.0,0095,31280.0,163,137,0,0,0,816,0.0,2,0,0,0,0,0,0.061459699704524154
8486,2023-02-17,329700.0,A011,31810.0,574,276,0,110,4,787,0.0,1,0,0,0,0,1,10131.631496290805
8487,2023-03-20,595180.0,0040,31400.0,555,477,3,80,3,0,0.0,2,0,1,1,0,0,18289.792035069342
8488,2023-07-11,645000.0,0373,31120.0,259,14,9,61,3,0,60.77,3,0,1,1,0,0,19820.75315470904
8489,2023-02-19,0.0,B088,31330.0,592,8,0,0,0,12497,0.0,4,0,0,0,0,0,0.0
8490,2023-10-03,309500.0,0140,31240.0,488,301,0,124,5,438,0.0,1,0,0,0,0,1,9510.888529275113
8491,2023-02-19,0.0,B086,31330.0,592,13,0,0,0,1298,0.0,3,0,0,0,0,0,0.0
8492,2023-02-19,0.0,B087,31330.0,592,3,0,0,0,4557,0.0,2,0,0,0,0,0,0.0
8493,2023-10-03,1.0,0142,31100.0,555,281,0,0,0,22,0.0,1,0,0,0,0,0,0.030729849852262077
8494,2023-05-10,600000.0,0492,31000.0,555,413,5,43,2,0,0.0,3,0,1,1,0,0,18437.909911357245
8495,2023-03-20,333380.0,0080,31780.0,116,77,4,94,5,0,0.0,2,0,1,1,0,0,10244.717343747132
8496,2023-02-19,0.0,B080,31330.0,592,7,0,0,0,3376,0.0,3,0,0,0,0,0,0.0
8497,2023-07-13,1600000.0,0070,31120.0,460,1,0,202,8,600,0.0,4,0,1,0,0,0,49167.75976361932
8498,2023-07-13,2302350.0,0073,31150.0,293,91,0,303,13,2780,0.0,6,0,0,1,0,1,70750.86980735559
8499,2023-07-17,165500.0,1650,31170.0,557,104,1,59,3,0,60.65,1,0,1,0,0,0,5085.790150549374
8500,2023-02-19,0.0,B084,31330.0,592,14,0,0,0,1121,0.0,1,0,0,0,0,0,0.0
8501,2023-02-19,0.0,B085,31330.0,592,61,0,0,0,174,0.0,1,0,0,0,0,0,0.0
8502,2023-09-12,354000.0,1290,31600.0,395,82,9,55,3,0,0.0,3,0,1,1,0,0,10878.366847700776
8503,2023-03-27,630000.0,0768,31770.0,149,284,0,89,5,348,0.0,2,0,0,0,0,1,19359.80540692511
8504,2023-03-23,120000.0,1120,31110.0,42,45,2,34,3,0,29.21,2,0,1,1,0,0,3687.5819822714493
8505,2023-11-29,159300.0,3256,31400.0,555,46,2,25,2,0,0.0,2,0,1,1,0,0,4895.265081465349
8506,2023-03-24,300000.0,0320,31770.0,149,180,4,103,5,0,105.9,2,0,1,1,0,0,9218.954955678622
8507,2023-03-15,552000.0,B008,31420.0,28,1305,0,290,8,2754,0.0,2,0,0,0,0,1,16962.877118448665
8508,2023-06-29,295400.0,0265,31120.0,460,395,6,60,3,0,0.0,2,0,1,1,0,0,9077.597646358216
8509,2023-03-15,4093740.0,B005,31450.0,161,680,0,150,5,103391,0.0,22,0,0,1,0,1,125800.01553419935
8510,2023-06-29,177000.0,0260,31500.0,555,5,1,37,2,268,0.0,3,0,0,1,0,1,5439.183423850388
8511,2023-03-15,1400000.0,B011,31380.0,388,2,0,0,0,92086,0.0,7,0,0,0,0,0,43021.78979316691
8512,2023-12-29,347213.0,7828,31000.0,555,46,1,61,3,0,61.43,1,0,1,0,0,0,10669.803356753473
8513,2023-02-19,0.0,B091,31330.0,592,21,0,0,0,233,0.0,1,0,0,0,0,0,0.0
8514,2023-02-23,518517.88,0059,31620.0,118,3079,4,106,5,0,0.0,4,0,1,1,0,0,15933.976598113244
8515,2023-02-19,0.0,B090,31330.0,592,5,0,0,0,80,0.0,1,0,0,0,0,0,0.0
8516,2023-02-18,14326.4,B003,31230.0,363,146,0,0,0,6358,0.0,2,0,0,0,0,0,440.24812092344735
8517,2023-03-30,259488.0,5789,31200.0,555,286,2,0,0,0,0.0,2,1,0,0,0,0,7974.027278463781
8518,2023-08-10,1326450.0,0095,31410.0,399,2327,0,172,5,4302,0.0,3,0,0,1,0,1,40761.60933653302
8519,2023-07-20,3850000.0,2072,31200.0,555,205,0,140,6,903,0.0,7,0,1,1,0,0,118309.92193120898
8520,2023-11-09,236000.0,0513,31300.0,555,398,2,46,2,0,46.0,2,0,1,1,0,0,7252.24456513385
8521,2023-11-06,360000.0,0778,31320.0,113,358,4,69,3,0,68.51,2,0,1,1,0,0,11062.745946814348
8522,2023-03-20,152000.0,0060,31180.0,462,5,2,30,1,0,0.0,2,0,1,1,0,0,4670.937177543835
8523,2023-08-10,132000.0,0099,31210.0,224,348,0,85,4,270,0.0,1,0,0,0,0,1,4056.3401804985942
8524,2023-03-15,2184375.0,B012,31380.0,388,115,0,0,0,92257,0.0,9,0,0,0,0,0,67125.51577103497
8525,2023-08-10,470830.0,0097,31700.0,56,160,0,109,5,741,0.0,1,0,0,0,0,1,14468.535205940552
8526,2023-03-15,36000.0,B013,31430.0,229,390,0,0,0,24404,0.0,3,0,0,0,0,0,1106.2745946814346
8527,2023-09-22,476000.0,5416,31100.0,555,29,2,0,0,0,12.0,2,1,0,0,0,0,14627.408529676748
8528,2023-07-24,498800.0,3630,31170.0,557,227,0,71,3,906,0.0,2,0,0,1,0,1,15328.049106308325
8529,2023-07-13,840000.0,0058,31220.0,153,299,0,253,10,2660,0.0,4,0,1,0,0,0,25813.073875900143
8530,2023-07-04,789500.0,0930,31130.0,44,246,2,73,4,0,0.0,2,0,1,1,0,0,24261.216458360912
8531,2023-06-23,225000.0,3360,31000.0,555,508,6,53,3,0,0.0,5,0,1,1,0,0,6914.216216758966
8532,2023-07-13,157000.0,0052,31410.0,303,183,0,95,4,3857,0.0,1,0,0,0,0,1,4824.5864268051455
8533,2023-02-23,260000.0,0090,31280.0,355,35,2,54,0,0,39.8,2,0,0,0,1,0,7989.760961588139
8534,2023-03-17,180000.0,0970,31320.0,113,420,4,22,1,0,0.0,2,0,1,1,0,0,5531.372973407174
8535,2023-08-10,87000.0,0061,31160.0,245,249,0,87,5,465,0.0,1,0,0,0,0,1,2673.4969371468005
8536,2023-08-10,147000.0,0060,31600.0,533,66,0,0,0,490,0.0,1,0,0,1,0,0,4517.287928282525
8537,2023-06-02,450393.0,0811,31770.0,149,60,9,64,3,0,64.81,3,0,1,1,0,0,13840.509264509872
8538,2023-03-20,204500.0,0095,31700.0,160,1374,2,43,2,0,43.32,2,0,1,1,0,0,6284.2542947875945
8539,2023-07-20,801000.0,2048,31200.0,555,510,3,112,5,0,112.72,3,0,1,1,0,0,24614.60973166192
8540,2023-07-04,221750.0,0920,31000.0,555,191,1,40,2,0,37.63,1,0,1,0,0,0,6814.344204739115
8541,2023-08-25,258000.0,1065,31600.0,395,166,0,88,4,553,0.0,1,0,0,0,0,1,7928.3012618836165
8542,2023-09-18,950000.0,1488,31000.0,555,539,0,212,0,106,0.0,1,0,0,0,1,0,29193.357359648973
8543,2023-11-09,123250.0,0544,31700.0,69,332,1,41,1,0,42.21,1,0,1,0,0,0,3787.453994291301
8544,2023-08-16,46000.0,1360,31110.0,42,156,1,22,2,0,21.16,1,0,1,0,0,0,1413.5730932040556
8545,2023-07-13,322000.0,0063,31190.0,345,1298,0,0,0,1856,0.0,1,0,0,0,0,0,9895.011652428388
8546,2023-08-10,307500.0,0071,31450.0,48,285,0,83,4,108,0.0,1,0,0,0,0,1,9449.428829570586
8547,2023-03-30,495000.0,3144,31500.0,555,339,5,51,2,0,50.74,3,0,1,1,0,0,15211.275676869727
8548,2023-05-04,1557014.0,A001,31450.0,162,66,0,284,14,4100,0.0,4,0,0,0,1,1,47846.806437869986
8549,2023-12-19,668076.0,1240,31650.0,506,117,3,0,0,0,0.0,3,1,0,0,0,0,20529.87516989984
8550,2023-03-24,176000.0,0310,31190.0,33,416,0,45,2,58,0.0,2,0,0,0,0,1,5408.453573998126
8551,2023-12-22,172000.0,A020,31190.0,33,160,4,71,4,0,69.02,2,0,1,1,0,0,5285.534174589078
8552,2023-03-27,3140000.0,0775,31770.0,149,104,0,202,7,4625,0.0,5,0,1,1,0,0,96491.72853610292
8553,2023-06-29,229622.06,2894,31400.0,555,23,2,0,0,0,0.0,2,1,0,0,0,0,7056.251426567114
8554,2023-07-13,351924.0,0036,31220.0,425,1056,0,82,4,2740,0.0,2,0,0,1,0,1,10814.571679407478
8555,2023-02-22,173000.0,1740,31400.0,555,563,1,43,2,0,43.6,1,0,1,0,0,0,5316.264024441338
8556,2023-07-04,3200000.0,0955,31320.0,113,41,0,871,0,8536,0.0,4,0,0,0,1,0,98335.51952723863
8557,2023-10-03,868800.0,0185,31150.0,91,175,0,330,12,1615,0.0,3,0,0,0,0,1,26698.093551645292
8558,2023-08-29,196000.0,0018,31200.0,555,399,2,53,3,0,49.0,2,0,1,1,0,0,6023.050571043366
8559,2023-08-29,25000.0,0013,31210.0,390,805,3,50,3,0,0.0,1,0,0,0,0,1,768.2462463065518
8560,2023-08-29,265000.0,0015,31190.0,345,250,0,80,4,1638,0.0,2,0,0,1,0,1,8143.410210849451
8561,2023-05-30,194000.0,4276,31500.0,555,7,1,0,0,0,0.0,1,0,0,1,0,0,5961.5908713388435
8562,2023-10-19,390000.0,1200,31500.0,555,800,5,64,3,0,63.66,3,0,1,1,0,0,11984.64144238221
8563,2023-07-13,344000.0,0031,31800.0,278,19,0,128,6,6791,0.0,2,0,0,0,0,1,10571.068349178156
8564,2023-08-29,470000.0,0010,31460.0,97,47,0,240,10,5560,0.0,2,0,0,0,0,1,14443.029430563174
8565,2023-07-13,585800.0,0033,31450.0,384,772,0,85,4,521,0.0,2,0,0,0,0,1,18001.546043455124
8566,2023-03-01,2928150.0,B188,31290.0,37,18,0,750,21,52598,0.0,6,0,0,1,0,1,89981.6098449012
8567,2023-04-04,167360.0,B110,31370.0,454,901,0,0,0,6383,0.0,4,0,0,0,0,0,5142.94767127458
8568,2023-06-30,129000.0,5332,31000.0,555,336,1,29,1,0,0.0,1,0,1,0,0,0,3964.1506309418082
8569,2023-05-11,312000.0,0108,31260.0,372,12,0,192,10,1320,0.0,2,0,0,0,0,1,9587.713153905766
8570,2023-06-14,250220.0,2937,31500.0,555,218,1,0,0,0,0.0,1,1,0,0,0,0,7689.223030033017
8571,2023-12-19,259800.0,1235,31770.0,149,309,4,45,2,0,43.41,2,0,1,1,0,0,7983.614991617687
8572,2023-03-24,664000.0,0360,31700.0,69,56,0,98,5,1098,0.0,2,0,0,1,0,1,20404.620301902018
8573,2023-11-09,242000.0,0560,31240.0,488,126,1,84,4,0,84.3,1,0,0,0,0,1,7436.623664247422
8574,2023-07-13,304000.0,0048,31330.0,93,267,0,132,6,769,0.0,1,0,0,0,0,1,9341.87435508767
8575,2023-07-27,17527896.0,3818,31100.0,555,315,14,0,0,0,0.0,14,1,0,0,0,0,538629.6123060649
8576,2023-11-09,1.0,0564,31600.0,395,68,0,0,0,0,0.0,1,0,0,0,0,0,0.030729849852262077
8577,2023-07-26,266000.0,4617,31200.0,555,517,2,61,3,0,0.0,2,0,1,1,0,0,8174.140060701713
8578,2023-08-29,385890.0,0029,31260.0,336,177,0,150,6,1826,0.0,3,0,0,1,0,1,11858.341759489413
8579,2023-09-06,331800.0,1980,31500.0,555,47,2,0,0,0,0.0,2,1,0,0,0,0,10196.164180980555
8580,2023-08-29,2400000.0,0025,31790.0,490,34,0,340,10,9008,0.0,8,0,0,1,0,1,73751.63964542898
8581,2023-01-05,190000.0,3064,31100.0,555,21,2,54,0,0,0.0,2,0,0,0,1,0,5838.671471929794
8582,2023-07-26,500000.0,4610,31100.0,555,289,10,78,4,0,0.0,4,0,1,1,0,0,15364.924926131036
8583,2023-08-29,187000.0,0020,31150.0,182,17,2,44,2,0,45.11,2,0,1,1,0,0,5746.481922373007
8584,2023-02-21,282000.0,0361,31200.0,555,399,2,39,2,0,0.0,2,0,1,1,0,0,8665.817658337906
8585,2023-01-06,682500.0,6618,31200.0,555,104,3,68,3,0,0.0,3,0,1,1,0,0,20973.122524168866
8586,2023-03-24,747000.0,0375,31520.0,446,15,5,92,4,0,0.0,3,0,1,1,0,0,22955.197839639768
8587,2023-08-10,5408000.0,0053,31430.0,193,404,0,386,10,14200,0.0,8,0,0,1,1,1,166187.0280010333
8588,2023-07-04,190000.0,0976,31490.0,291,376,0,69,3,149,0.0,1,0,0,0,0,1,5838.671471929794
8589,2023-06-29,976800.0,0295,31130.0,44,30,0,176,7,5742,0.0,6,0,1,1,0,0,30016.917335689595
8590,2023-07-13,843400.0,0012,31390.0,107,2547,0,143,5,1688,0.0,2,0,0,1,0,1,25917.555365397835
8591,2023-07-13,538000.0,0015,31560.0,546,554,0,121,3,339,0.0,2,0,0,0,0,1,16532.659220516995
8592,2023-07-13,308000.0,0016,31530.0,356,1888,0,97,4,859,0.0,1,0,0,0,0,1,9464.793754496719
8593,2023-10-03,179340.5,0163,31120.0,460,241,0,62,3,87,0.0,1,0,0,0,0,1,5511.106637429607
8594,2023-11-29,195500.0,5848,31200.0,555,513,1,78,5,0,76.23,1,0,1,0,0,0,6007.685646117235
8595,2023-04-11,220000.0,0790,31270.0,157,1,2,51,2,0,0.0,2,0,1,1,0,0,6760.566967497656
8596,2023-07-13,288800.0,0010,31840.0,541,439,0,95,5,236,0.0,1,0,0,0,0,1,8874.780637333286
8597,2023-03-21,974000.0,1448,31400.0,555,603,4,115,5,0,0.0,4,0,1,1,0,0,29930.87375610326
8598,2023-08-23,614600.0,5960,31200.0,555,97,2,63,3,0,0.0,2,0,1,1,0,0,18886.56571920027
8599,2023-08-10,461200.0,0020,31140.0,22,336,6,52,3,0,39.15,4,0,1,1,0,0,14172.606751863268
8600,2023-08-10,1335500.0,0024,31270.0,157,123,0,527,5,2300,0.0,3,0,0,1,1,1,41039.714477696005
8601,2023-08-29,245300.0,0009,31330.0,403,104,0,84,4,534,0.0,1,0,0,0,0,1,7538.032168759887
8602,2023-07-13,70000.0,0024,31230.0,239,420,0,128,4,166,0.0,1,0,0,0,0,1,2151.089489658345
8603,2023-07-13,256375.0,0026,31620.0,202,728,0,103,5,1015,0.0,1,0,0,0,0,1,7878.365255873689
8604,2023-10-04,359930.0,1950,31170.0,557,208,0,108,5,537,0.0,1,0,0,0,0,1,11060.594857324686
8605,2023-09-13,265400.0,1339,31200.0,555,527,2,63,3,0,0.0,2,0,1,1,0,0,8155.702150790355
8606,2023-10-13,235000.0,3692,31000.0,555,465,1,44,2,0,0.0,1,0,1,0,0,0,7221.514715281587
8607,2023-05-23,429100.0,2256,31000.0,555,298,4,47,2,0,43.8,2,0,1,1,0,0,13186.178571605657
8608,2023-08-29,1169900.0,0007,31790.0,516,1209,0,212,5,3144,0.0,3,0,0,0,0,1,35950.851342161404
8609,2023-07-13,3910000.0,0020,31140.0,22,116,4,200,11,5340,0.0,8,0,1,1,0,1,120153.71292234471
8610,2023-03-23,168000.0,1196,31000.0,555,15,1,45,2,0,32.41,1,0,1,0,0,0,5162.614775180029
8611,2023-06-30,230948.08,5320,31100.0,555,1,8,100,6,0,0.0,4,0,1,1,0,0,7096.999822068211
8612,2023-08-10,480000.0,0033,31120.0,460,80,4,47,2,0,0.0,4,0,1,1,0,0,14750.327929085797
8613,2023-06-29,300000.0,0278,31380.0,228,975,0,1800,0,2092,0.0,1,0,0,0,1,0,9218.954955678622
8614,2023-08-10,489420.0,0034,31110.0,500,93,5,208,9,812,0.0,7,0,1,1,0,0,15039.803114694107
8615,2023-12-15,704000.0,2140,31500.0,555,59,0,71,3,638,0.0,2,0,0,1,0,1,21633.814295992503
8616,2023-10-17,267000.0,0006,31570.0,82,147,0,150,5,645,0.0,1,0,0,0,0,1,8204.869910553974
8617,2023-06-12,900000.0,0405,31120.0,259,210,3,0,0,0,68.4,3,1,0,0,0,0,27656.864867035863
8618,2023-12-08,330000.0,0155,31140.0,186,293,0,112,5,271,0.0,1,0,0,0,0,1,10140.850451246484
8619,2023-06-12,745000.0,0408,31620.0,118,2598,0,166,6,437,0.0,2,0,0,0,0,1,22893.738139935245
8620,2023-04-29,225000.0,0125,31470.0,499,817,0,89,4,855,0.0,1,0,0,0,0,1,6914.216216758966
8621,2023-01-12,74677.0,0864,31000.0,555,42,1,17,1,0,13.0,1,0,1,0,0,0,2294.812997417375
8622,2023-04-18,115000.0,8356,31200.0,555,443,2,86,4,0,50.06,1,0,1,0,0,0,3533.9327330101387
8623,2023-01-24,408000.0,0424,31200.0,555,513,4,78,5,0,87.74,2,0,1,1,0,0,12537.778739722926
8624,2023-02-19,0.0,B008,31330.0,592,1,0,0,0,882,0.0,2,0,0,0,0,0,0.0
8625,2023-02-19,0.0,B009,31330.0,592,11,0,0,0,33,0.0,1,0,0,0,0,0,0.0
8626,2023-02-19,0.0,B006,31330.0,592,24,0,0,0,2986,0.0,1,0,0,0,0,0,0.0
8627,2023-02-21,769800.0,0431,31130.0,44,201,0,85,4,288,0.0,2,0,0,1,0,1,23655.838416271345
8628,2023-07-12,980000.0,1380,31000.0,555,380,3,193,0,0,0.0,1,0,0,0,1,0,30115.252855216837
8629,2023-10-17,360980.0,0010,31210.0,238,97,0,160,5,1374,0.0,2,0,0,1,0,1,11092.861199669564
8630,2023-02-19,0.0,B011,31330.0,592,1,0,0,0,1889,0.0,2,0,0,0,0,0,0.0
8631,2023-10-03,124026.0,0095,31450.0,161,247,0,0,0,2953,0.0,1,0,0,0,0,0,3811.3003577766563
8632,2023-01-06,125000.0,4000,31300.0,555,448,3,0,0,0,0.0,3,1,0,1,0,0,3841.231231532759
8633,2023-02-19,0.0,B016,31330.0,592,23,0,0,0,3291,0.0,2,0,0,0,0,0,0.0
8634,2023-05-15,248300.0,0401,31300.0,555,535,1,95,5,0,96.1,1,0,0,0,0,1,7630.221718316673
8635,2023-02-19,0.0,B014,31330.0,592,18,0,0,0,2664,0.0,2,0,0,0,0,0,0.0
8636,2023-04-12,580000.0,0596,31500.0,555,159,0,140,6,450,0.0,1,0,0,0,0,1,17823.312914312006
8637,2023-10-03,465220.0,0090,31460.0,97,103,0,172,6,1465,0.0,2,0,0,0,0,1,14296.140748269363
8638,2023-05-10,175000.0,0405,31270.0,157,396,0,0,0,394,0.0,1,0,0,0,0,0,5377.723724145863
8639,2023-01-31,76000.0,2424,31300.0,555,54,1,19,1,0,18.64,1,0,1,0,0,0,2335.4685887719174
8640,2023-02-19,0.0,B019,31330.0,592,95,0,0,0,2731,0.0,1,0,0,0,0,0,0.0
8641,2023-02-03,414200.0,6663,31300.0,555,549,2,63,3,0,63.81,2,0,1,1,0,0,12728.30380880695
8642,2023-02-19,0.0,B017,31330.0,592,3,0,0,0,2355,0.0,1,0,0,0,0,0,0.0
8643,2023-02-19,0.0,B018,31330.0,592,1,0,0,0,7981,0.0,3,0,0,0,0,0,0.0
8644,2023-12-15,138225.0,2124,31200.0,555,281,1,40,2,0,39.0,1,0,1,0,0,0,4247.633495828926
8645,2023-01-12,396000.0,0872,31400.0,555,65,4,63,4,0,0.0,2,0,1,1,0,0,12169.020541495784
8646,2023-02-20,426000.0,1008,31500.0,555,45,2,90,5,0,61.33,2,0,1,1,0,0,13090.916037063645
8647,2023-12-08,1133709.0,0170,31450.0,429,80,6,0,0,0,0.0,6,1,0,0,0,0,34838.70734615819
8648,2023-02-19,0.0,B022,31330.0,592,1,0,0,0,410,0.0,3,0,0,0,0,0,0.0
8649,2023-02-19,0.0,B023,31330.0,592,53,0,0,0,983,0.0,2,0,0,0,0,0,0.0
8650,2023-02-19,0.0,B021,31330.0,592,34,0,0,0,1802,0.0,1,0,0,0,0,0,0.0
8651,2023-02-19,0.0,B025,31330.0,592,51,0,0,0,3243,0.0,1,0,0,0,0,0,0.0
8652,2023-06-12,210000.0,0428,31000.0,555,656,3,70,0,0,0.0,1,0,0,0,1,0,6453.268468975036
8653,2023-05-10,1334400.0,0430,31180.0,117,436,0,140,6,815,0.0,6,0,1,1,0,0,41005.91164285851
8654,2023-12-08,1278600.0,0174,31460.0,106,1247,0,109,4,2377,0.0,5,0,0,1,0,1,39291.186021102294
8655,2023-09-11,182000.0,4695,31500.0,555,30,1,0,0,0,0.0,1,0,0,1,0,0,5592.832673111697
8656,2023-10-03,140000.0,0080,31220.0,324,223,4,51,3,0,0.0,2,0,1,1,0,0,4302.17897931669
8657,2023-03-30,392000.0,5716,31000.0,555,15,2,63,3,0,0.0,2,0,1,1,0,0,12046.101142086733
8658,2023-07-07,582700.0,8344,31500.0,555,102,0,81,5,402,0.0,2,0,0,1,0,1,17906.283508913115
8659,2023-04-13,516000.0,1748,31300.0,555,10,5,69,4,0,73.08,3,0,1,1,0,0,15856.602523767233
8660,2023-07-06,3156.0,B154,31160.0,85,230,0,0,0,1260,0.0,2,0,0,0,0,0,96.98340613373911
8661,2023-10-17,290430.0,0037,31600.0,547,113,0,92,4,511,0.0,1,0,0,0,0,1,8924.870292592474
8662,2023-03-10,312588.0,0328,31150.0,230,110,0,98,5,277,0.0,1,0,0,0,0,1,9605.782305618897
