,date_mutation,valeur_fonciere,code_voie,code_postal,code_com,no_plan,nb_lot,surface_reel_bati,nb_piece_prin,surf_terrain,tt_surf_carez,vente,vente_etat_futur_achev,appartement,dependance,local_indus_com,maison,PE
20840,2023-02-14,290000.0,8532,31300.0,555,1,2,52,3,0,52.92,2,0,1,1,0,0,8911.656457156003
20841,2023-06-09,375000.0,7582,31300.0,555,209,1,0,0,0,0.0,1,1,0,1,0,0,11523.693694598278
20842,2023-06-23,248500.0,0530,31620.0,118,2320,0,82,4,321,0.0,1,0,0,0,0,1,7636.367688287126
20843,2023-01-26,141386910.0,0639,31700.0,69,697,0,9380,0,46042,0.0,20,0,0,0,1,0,4344798.515375291
20844,2023-03-21,1800000.0,B104,31490.0,291,193,0,128,8,5744,0.0,4,0,0,1,0,1,55313.72973407173
20845,2023-06-15,597000.0,1750,31600.0,395,652,3,0,0,0,0.0,3,1,0,0,0,0,18345.72036180046
20846,2023-01-05,2400000.0,1520,31830.0,424,264,0,2516,0,8851,0.0,2,0,0,0,1,0,73751.63964542898
20847,2023-06-02,496200.0,0378,31130.0,44,131,0,123,6,665,0.0,1,0,0,0,0,1,15248.151496692442
20848,2023-05-16,291400.0,0742,31130.0,44,80,3,46,2,0,0.0,2,0,1,1,0,0,8954.678246949168
20849,2023-11-16,234000.0,7648,31500.0,555,5,5,44,2,0,49.31,3,0,1,1,0,0,7190.784865429325
20850,2023-01-26,132000.0,0620,31600.0,395,27,4,47,2,0,0.0,2,0,1,1,0,0,4056.3401804985942
20851,2023-07-03,879200.0,B108,31450.0,48,1,0,0,0,55199,0.0,4,0,0,0,0,0,27017.683990108817
20852,2023-10-24,165000.0,7324,31200.0,555,450,0,61,2,187,0.0,1,0,0,0,0,1,5070.425225623242
20853,2023-05-16,557400.0,0758,31650.0,506,41,3,63,3,0,62.16,3,0,1,1,0,0,17128.818307650883
20854,2023-06-02,867903.0,0360,31270.0,588,286,0,185,9,774,0.0,3,0,1,0,0,0,26670.52887632781
20855,2023-03-13,14765.1,B018,31800.0,487,180,0,0,0,3890,0.0,2,0,0,0,0,0,453.72930605363473
20856,2023-03-13,125000.0,B019,31600.0,547,228,0,0,0,737,0.0,1,0,0,0,0,0,3841.231231532759
20857,2023-08-21,1.0,0070,31140.0,282,221,0,0,0,6,0.0,1,0,0,0,0,0,0.030729849852262077
20858,2023-08-31,239540.0,7316,31500.0,555,70,2,31,2,0,31.12,2,0,1,1,0,0,7361.028233610857
20859,2023-03-13,14765.1,B013,31800.0,487,287,0,0,0,4893,0.0,2,0,0,0,0,0,453.72930605363473
20860,2023-05-16,417000.0,0726,31770.0,149,95,3,65,3,0,64.47,3,0,1,1,0,0,12814.347388393286
20861,2023-03-11,60000.0,1089,31340.0,584,899,0,0,0,1122,0.0,2,0,0,1,0,0,1843.7909911357247
20862,2023-12-05,1142520.0,2720,31830.0,424,62,0,95,5,2478,0.0,3,0,0,1,0,1,35109.468053206474
20863,2023-07-28,586300.0,8164,31400.0,555,132,4,90,4,0,0.0,2,0,1,1,0,0,18016.910968381253
20864,2023-01-26,294450.0,0645,31620.0,118,64,3,42,2,0,42.36,3,0,1,1,0,0,9048.40428899857
20865,2023-06-02,285198.0,0307,31330.0,341,1949,3,43,2,0,0.0,3,0,1,1,0,0,8764.091718165439
20866,2023-04-28,260000.0,2444,31500.0,555,175,4,69,4,0,70.25,2,0,1,1,0,0,7989.760961588139
20867,2023-03-13,1496532.0,B002,31320.0,35,25,0,72,4,1434,0.0,3,0,0,1,0,1,45988.20365910547
20868,2023-03-13,17000.0,B003,31460.0,179,50,0,0,0,15080,0.0,2,0,0,0,0,0,522.4074474884553
20869,2023-03-13,600.0,B004,31110.0,470,80,0,0,0,1370,0.0,1,0,0,0,0,0,18.437909911357245
20870,2023-10-30,1077867.0,2880,31000.0,555,400,3,0,0,0,0.0,3,1,0,0,0,0,33122.69107070817
20871,2023-11-23,1651200.0,8336,31200.0,555,5,0,188,7,1352,0.0,4,0,1,1,0,0,50741.128076055145
20872,2023-08-09,270200.0,3240,31300.0,555,214,2,28,1,0,0.0,2,0,1,1,0,0,8303.205430081212
20873,2023-12-18,1238100.0,0400,31520.0,446,364,2,0,0,146,0.0,3,1,0,0,0,0,38046.62710208568
20874,2023-12-05,1077000.0,2736,31300.0,555,84,5,115,5,0,0.0,3,0,1,1,0,0,33096.048290886254
20875,2023-06-30,268800.0,3812,31200.0,555,201,4,41,2,0,0.0,2,0,1,1,0,0,8260.183640288047
20876,2023-05-16,235990.0,0700,31770.0,149,239,0,95,4,202,0.0,1,0,0,0,0,1,7251.937266635327
20877,2023-10-17,416000.0,6612,31500.0,555,44,4,67,3,0,57.94,2,0,1,1,0,0,12783.617538541022
20878,2023-01-17,744000.0,1090,31600.0,395,7,0,58,4,1840,0.0,4,0,1,1,0,0,22863.008290082988
20879,2023-11-30,0.0,0689,31120.0,433,28,0,0,0,0,0.0,5,0,0,0,0,0,0.0
20880,2023-04-28,137500.0,2428,31000.0,555,534,1,19,1,0,0.0,1,0,1,0,0,0,4225.354354686036
20881,2023-01-06,100000.0,0980,31400.0,555,316,3,0,0,0,0.0,3,0,0,1,0,0,3072.9849852262073
20882,2023-03-13,149765.1,B021,31860.0,580,217,0,0,0,12715,0.0,3,0,0,0,0,0,4602.259036109015
20883,2023-06-23,315000.0,0501,31700.0,69,415,3,48,2,0,0.0,2,0,1,1,0,0,9679.902703462554
20884,2023-03-13,176000.0,B027,31210.0,390,1314,0,0,0,9,0.0,2,0,0,0,0,0,5408.453573998126
20885,2023-11-23,98000.0,8356,31200.0,555,443,1,85,0,0,0.0,1,0,0,0,1,0,3011.525285521683
20886,2023-02-06,551000.0,B105,31100.0,555,152,0,0,0,883,0.0,1,0,0,0,0,0,16932.147268596404
20887,2023-01-27,460000.0,B019,31320.0,35,386,2,0,0,0,0.0,2,1,0,0,0,0,14135.730932040555
20888,2023-03-24,6111.11,0051,31570.0,82,127,0,0,0,371,0.0,1,0,0,1,0,0,187.7934927306573
20889,2023-05-04,18000.0,B082,31230.0,494,648,0,0,0,2476,0.0,1,0,0,0,0,0,553.1372973407173
20890,2023-05-17,163000.0,B291,31550.0,145,307,0,0,0,49,0.0,1,0,0,0,0,0,5008.965525918718
20891,2023-05-04,15000.0,B083,31590.0,573,58,0,0,0,4781,0.0,2,0,0,0,0,0,460.94774778393116
20892,2023-05-04,275000.0,B086,31660.0,66,5051,0,0,0,1,0.0,1,0,0,0,0,0,8450.708709372071
20893,2023-01-30,250000.0,8344,31500.0,555,170,4,55,3,0,0.0,2,0,1,1,0,0,7682.462463065518
20894,2023-12-15,380000.0,6196,31400.0,555,213,0,134,0,904,0.0,1,0,0,0,1,0,11677.342943859589
20895,2023-01-12,99300.0,2244,31500.0,555,555,1,31,1,0,31.1,1,0,1,0,0,0,3051.474090329624
20896,2023-03-24,327000.0,0046,31700.0,150,891,0,109,5,201,0.0,1,0,0,0,0,1,10048.6609016897
20897,2023-05-31,2763800.0,0287,31130.0,184,97,0,264,12,10000,0.0,4,0,0,1,0,1,84931.15902168193
20898,2023-05-23,78000.0,0190,31390.0,107,1333,0,0,0,464,0.0,1,0,0,1,0,0,2396.9282884764416
20899,2023-03-24,429000.0,0060,31150.0,182,222,3,64,3,0,64.76,3,0,0,1,0,1,13183.105586620431
20900,2023-08-25,247080.0,5920,31200.0,555,141,1,0,0,0,0.0,1,1,0,0,0,0,7592.731301496913
20901,2023-01-27,200000.0,B008,31550.0,319,183,0,0,0,15735,0.0,4,0,0,0,0,0,6145.969970452415
20902,2023-01-27,100000.0,B007,31550.0,319,25,0,0,0,25620,0.0,2,0,0,0,0,0,3072.9849852262073
20903,2023-05-23,147000.0,0177,31330.0,232,244,0,67,3,126,0.0,1,0,0,0,0,1,4517.287928282525
20904,2023-07-24,468300.0,6196,31400.0,555,419,2,56,3,0,56.35,2,0,1,1,0,0,14390.78868581433
20905,2023-01-27,909000.0,B005,31820.0,417,76,0,0,0,107769,0.0,11,0,0,0,0,0,27933.43351570623
20906,2023-03-15,756000.0,3180,31000.0,555,38,2,62,3,0,62.03,2,0,1,1,0,0,23231.76648831013
20907,2023-05-04,270000.0,B077,31350.0,70,515,2,150,4,0,0.0,2,0,0,1,0,1,8297.05946011076
20908,2023-03-24,218390.69,0059,31620.0,118,3079,2,44,2,0,0.0,2,0,1,1,0,0,6711.113112831913
20909,2023-05-04,346988.0,B079,31560.0,396,8,0,0,0,49628,0.0,2,0,0,0,0,0,10662.889140536714
20910,2023-10-14,300000.0,0164,31410.0,399,203,0,79,4,194,0.0,2,0,0,1,0,1,9218.954955678622
20911,2023-03-24,260100.0,0052,31700.0,56,137,0,85,5,408,0.0,1,0,0,0,0,1,7992.833946573366
20912,2023-05-23,864360.0,0180,31140.0,282,264,5,38,2,594,0.0,6,0,1,1,0,0,26561.653018301247
20913,2023-06-02,648164.0,2920,31400.0,555,60,2,80,4,0,0.0,2,0,0,1,0,1,19917.982399641594
20914,2023-05-31,270000.0,0279,31460.0,106,139,4,84,3,0,0.0,2,0,1,1,0,0,8297.05946011076
20915,2023-01-25,430000.0,3890,31300.0,555,81,2,85,4,0,0.0,2,0,1,1,0,0,13213.835436472691
20916,2023-01-09,2.0,1060,31170.0,557,405,0,0,0,440,0.0,2,0,0,0,0,0,0.061459699704524154
20917,2023-08-03,220000.0,7604,31000.0,555,564,4,20,1,0,0.0,2,0,1,1,0,0,6760.566967497656
20918,2023-01-18,824100.0,0570,31600.0,395,174,3,0,0,0,0.0,3,1,0,0,0,0,25324.469263249175
20919,2023-03-31,487050.0,4684,31400.0,555,62,5,41,2,0,0.0,3,0,1,1,0,0,14966.973370544243
20920,2023-12-28,170000.0,5096,31200.0,555,672,0,0,0,284,0.0,2,0,0,0,0,0,5224.074474884553
20921,2023-12-19,313298.0,8162,31400.0,555,163,6,0,0,0,0.0,6,0,0,1,0,0,9627.600499014003
20922,2023-03-24,11000.0,0024,31450.0,4,86,0,0,0,117,0.0,1,0,0,0,0,0,338.02834837488285
20923,2023-03-21,82900.0,B067,31440.0,190,1199,0,0,0,835,0.0,1,0,0,0,0,0,2547.5045527525263
20924,2023-12-12,204000.0,2175,31200.0,555,379,2,32,2,0,32.24,2,0,1,1,0,0,6268.889369861463
20925,2023-03-21,1.0,B068,31220.0,324,484,0,0,0,1786,0.0,1,0,0,0,0,0,0.030729849852262077
20926,2023-12-05,14000.0,0185,31140.0,22,391,1,0,0,0,0.0,1,0,0,1,0,0,430.21789793166903
20927,2023-12-05,60000.0,0186,31700.0,150,192,0,0,0,628,0.0,1,0,0,0,0,0,1843.7909911357247
20928,2023-01-13,310000.0,1665,31800.0,483,87,0,200,6,2946,0.0,2,0,0,0,0,1,9526.253454201244
20929,2023-10-20,341550.0,4016,31500.0,555,5,5,63,3,0,0.0,3,0,1,1,0,0,10495.780217040114
20930,2023-01-11,465000.0,5576,31400.0,555,36,3,85,4,0,89.2,3,0,1,1,0,0,14289.380181301865
20931,2023-05-04,224730.0,B055,31140.0,410,484,0,0,0,12,0.0,1,0,0,0,0,0,6905.919157298857
20932,2023-08-01,430000.0,1744,31600.0,395,79,0,170,5,1707,0.0,2,0,0,1,0,1,13213.835436472691
20933,2023-05-04,87900.0,B056,31410.0,181,2837,0,0,0,485,0.0,1,0,0,0,0,0,2701.1538020138364
20934,2023-05-04,270000.0,B059,31810.0,148,459,0,0,0,1500,0.0,1,0,0,0,0,0,8297.05946011076
20935,2023-03-24,551200.0,0033,31110.0,500,66,6,42,2,0,0.0,4,0,1,1,0,0,16938.293238566857
20936,2023-03-24,140000.0,0095,31600.0,547,133,0,48,2,0,0.0,2,0,1,1,0,0,4302.17897931669
20937,2023-01-27,500.0,B059,31370.0,435,287,0,0,0,970,0.0,1,0,0,0,0,0,15.364924926131039
20938,2023-03-24,811800.0,0090,31450.0,192,567,0,143,5,3412,0.0,2,0,0,1,0,1,24946.492110066352
20939,2023-05-23,447000.0,0146,31100.0,555,503,3,61,3,0,0.0,3,0,1,1,0,0,13736.242883961148
20940,2023-09-27,78244.0,B078,31620.0,118,1311,0,0,0,30728,0.0,4,0,0,0,0,0,2404.426371840394
20941,2023-03-21,56000.0,B007,31210.0,147,23,0,0,0,1020,0.0,2,0,0,0,0,0,1720.8715917266761
20942,2023-01-21,58000.0,0420,31250.0,451,355,1,29,1,0,29.3,1,0,1,0,0,0,1782.3312914312007
20943,2023-03-21,548845.0,B009,31590.0,573,154,0,0,0,22068,0.0,7,0,0,0,0,0,16865.924442164778
20944,2023-09-27,660000.0,B076,31330.0,232,942,0,0,0,82,0.0,3,0,0,0,0,0,20281.70090249297
20945,2023-01-17,343710.0,1110,31770.0,149,658,0,0,0,9,0.0,1,1,0,0,0,0,10562.156692720995
20946,2023-12-26,450000.0,0472,31130.0,44,292,2,62,3,0,63.06,2,0,1,1,0,0,13828.432433517932
20947,2023-03-08,414000.0,2458,31500.0,555,30,4,89,5,0,90.83,2,0,1,1,0,0,12722.157838836498
20948,2023-12-05,40000.0,0148,31000.0,555,650,1,0,0,0,0.0,1,0,0,1,0,0,1229.193994090483
20949,2023-12-12,306268.0,2152,31400.0,555,127,2,46,2,0,44.43,2,0,1,1,0,0,9411.5696545526
20950,2023-03-21,35000.0,B002,31360.0,84,1321,0,0,0,850,0.0,1,0,0,0,0,0,1075.5447448291725
20951,2023-07-06,884100.0,0195,31860.0,421,141,0,90,4,1077,0.0,3,0,0,1,0,1,27168.260254384903
20952,2023-12-05,330500.0,0160,31290.0,582,1436,0,93,4,1107,0.0,1,0,0,0,0,1,10156.215376172617
20953,2023-06-07,633915.0,1744,31600.0,395,133,3,0,0,0,0.0,3,1,0,0,0,0,19480.11276909671
20954,2023-03-21,580300.0,B016,31440.0,190,1044,0,78,4,3065,0.0,7,0,0,0,0,1,17832.53186926768
20955,2023-09-27,120000.0,B068,31250.0,451,120,0,0,0,71,0.0,2,0,0,0,0,0,3687.5819822714493
20956,2023-10-17,1.0,6684,31400.0,555,77,0,0,0,36,0.0,1,0,0,0,0,0,0.030729849852262077
20957,2023-03-21,257000.0,B018,31470.0,75,732,0,0,0,156,0.0,1,0,0,0,0,0,7897.571412031353
20958,2023-09-27,2000.0,B067,31510.0,143,1037,0,0,0,896,0.0,2,0,0,0,0,0,61.459699704524155
20959,2023-03-21,249800.0,B017,31590.0,74,598,0,0,0,918,0.0,2,0,0,0,0,0,7676.316493095066
20960,2023-09-27,322000.0,B066,31170.0,557,116,1,0,0,0,0.0,1,1,0,0,0,0,9895.011652428388
20961,2023-08-21,422223.0,0008,31470.0,499,1178,9,67,3,0,0.0,3,0,1,1,0,0,12974.849394171652
20962,2023-08-21,300000.0,0009,31140.0,410,38,1,96,4,0,0.0,1,0,0,0,0,1,9218.954955678622
20963,2023-12-15,438000.0,6160,31300.0,555,482,4,68,3,0,66.69,2,0,1,1,0,0,13459.67423529079
20964,2023-05-05,232000.0,5152,31500.0,555,8,4,56,3,0,56.56,2,0,1,1,0,0,7129.325165724803
20965,2023-10-25,766000.0,4116,31300.0,555,358,0,110,4,864,0.0,2,0,0,1,0,1,23539.06498683275
20966,2023-12-28,642000.0,5044,31100.0,555,25,0,100,4,978,0.0,3,0,0,1,0,1,19728.56360515225
20967,2023-01-27,2000.0,B046,31370.0,435,299,0,0,0,2400,0.0,1,0,0,0,0,0,61.459699704524155
20968,2023-08-28,188274.0,8660,31400.0,555,527,1,53,2,0,52.51,1,0,1,0,0,0,5785.631751084789
20969,2023-07-03,333000.0,7172,31500.0,555,212,3,40,3,0,43.82,2,0,1,1,0,0,10233.040000803272
20970,2023-01-27,470000.0,B040,31450.0,366,155,0,0,0,98,0.0,1,0,0,0,0,0,14443.029430563174
20971,2023-03-21,1.0,B014,31220.0,324,487,0,0,0,352,0.0,1,0,0,0,0,0,0.030729849852262077
20972,2023-11-30,378700.0,0726,31770.0,149,222,0,106,5,507,0.0,1,0,0,0,0,1,11637.394139051648
20973,2023-12-12,334000.0,2124,31200.0,555,20,0,100,4,408,0.0,1,0,0,0,0,1,10263.769850655533
20974,2023-03-24,276000.0,0073,31880.0,526,391,0,88,4,590,0.0,1,0,0,0,0,1,8481.438559224332
20975,2023-06-01,429000.0,3516,31200.0,555,403,3,66,4,0,70.8,3,0,1,1,0,0,13183.105586620431
20976,2023-12-05,255000.0,0130,31800.0,483,243,0,0,0,511,0.0,1,0,0,0,0,0,7836.11171232683
20977,2023-03-07,13500.0,3088,31400.0,555,16,1,0,0,0,0.0,1,0,0,1,0,0,414.852973005538
20978,2023-09-27,9559000.0,B091,31790.0,490,233,0,0,0,523,0.0,11,0,0,0,0,0,293746.63473777316
20979,2023-09-27,4.0,B090,31470.0,499,1623,0,0,0,365,0.0,4,0,0,0,0,0,0.12291939940904831
20980,2023-10-30,899900.0,0277,31750.0,169,202,0,130,4,2398,0.0,2,0,0,1,0,1,27653.79188205064
20981,2023-03-03,427100.0,1093,31340.0,584,293,0,130,8,3293,0.0,2,0,0,0,0,1,13124.718871901132
20982,2023-08-21,7025000.0,0016,31590.0,573,717,0,252,8,12510,0.0,10,0,0,1,0,1,215877.19521214106
20983,2023-08-21,147000.0,0018,31460.0,26,683,0,30,1,38,0.0,1,0,0,0,0,1,4517.287928282525
20984,2023-08-18,1125300.0,0009,31790.0,516,1944,0,85,4,5187,0.0,3,0,0,1,0,1,34580.30003875051
20985,2023-08-28,215520.0,A005,31110.0,42,64,3,29,2,0,0.0,3,0,1,1,0,0,6622.897240159523
20986,2023-09-27,4000.0,B096,31360.0,545,182,0,0,0,1631,0.0,1,0,0,0,0,0,122.91939940904831
20987,2023-08-18,526500.0,0006,31700.0,351,532,2,89,4,0,0.0,2,0,0,1,0,1,16179.265947215981
20988,2023-12-05,300000.0,0123,31560.0,100,87,0,238,6,727,0.0,2,0,0,0,0,1,9218.954955678622
20989,2023-03-21,1160000.0,B021,31380.0,212,2153,0,0,0,184,0.0,2,0,0,0,0,0,35646.62582862401
20990,2023-10-04,17000.0,5116,31500.0,555,482,1,0,0,0,0.0,1,0,0,1,0,0,522.4074474884553
20991,2023-01-27,390300.0,B031,31800.0,427,54,0,200,8,2168,0.0,2,0,0,0,0,1,11993.860397337889
20992,2023-03-21,121052.0,B022,31220.0,406,1172,0,0,0,5100,0.0,2,0,0,0,0,0,3719.9097843160293
20993,2023-03-24,460000.0,0066,31570.0,439,269,0,81,4,1700,0.0,2,0,0,0,0,1,14135.730932040555
20994,2023-03-21,69000.0,B025,31190.0,24,609,0,0,0,510,0.0,1,0,0,0,0,0,2120.359639806083
20995,2023-09-14,318000.0,8184,31100.0,555,57,0,0,0,634,0.0,2,0,0,0,0,0,9772.09225301934
20996,2023-09-21,1489800.0,0490,31460.0,540,369,0,298,12,2000,0.0,3,0,0,0,0,1,45781.33030990004
20997,2023-05-04,147870.0,B090,31590.0,573,2373,0,0,0,183,0.0,1,0,0,0,0,0,4544.022897653993
20998,2023-05-04,25400.0,B093,31590.0,573,16,0,0,0,14707,0.0,1,0,0,0,0,0,780.5381862474567
20999,2023-03-24,270500.0,0084,31410.0,181,1469,0,107,5,1341,0.0,1,0,0,0,0,1,8312.424385036891
21000,2023-01-27,2.0,B029,31800.0,175,340,0,0,0,732,0.0,2,0,0,0,0,0,0.061459699704524154
21001,2023-03-24,3889800.0,0080,31380.0,38,457,0,478,14,11865,0.0,6,0,0,1,0,1,119532.96995532903
21002,2023-12-05,669300.0,0143,31600.0,547,105,0,93,4,1352,0.0,2,0,0,1,0,1,20567.488506119007
21003,2023-05-23,48000.0,0110,31110.0,42,11,2,0,0,0,3.93,2,0,0,1,0,0,1475.0327929085795
21004,2023-08-21,585876.0,0020,31150.0,182,7,3,0,0,0,0.0,3,1,0,0,0,0,18003.881512043896
21005,2023-09-27,39122.0,B080,31620.0,118,1258,0,0,0,75,0.0,2,0,0,0,0,0,1202.213185920197
21006,2023-03-21,2500.0,B038,31210.0,426,26,0,0,0,1435,0.0,1,0,0,0,0,0,76.8246246306552
21007,2023-08-21,80700.0,0028,31600.0,547,518,0,34,1,115,0.0,1,0,0,0,0,1,2479.8988830775493
21008,2023-01-21,70000.0,0431,31520.0,446,233,1,22,1,0,0.0,1,0,1,0,0,0,2151.089489658345
21009,2023-01-04,265000.0,4884,31400.0,555,33,2,41,2,0,42.58,2,0,1,1,0,0,8143.410210849451
21010,2023-08-18,50000.0,0019,31800.0,344,65,0,148,6,543,0.0,1,0,0,0,0,1,1536.4924926131037
21011,2023-08-18,376000.0,0015,31150.0,230,246,0,70,4,1022,0.0,2,0,0,1,0,1,11554.423544450541
21012,2023-01-25,636400.0,3856,31200.0,555,137,2,102,5,0,0.0,2,0,0,1,0,1,19556.476445979584
21013,2023-08-18,406000.0,0013,31700.0,351,535,3,82,4,0,82.79,2,0,0,1,0,1,12476.319040018403
21014,2023-01-27,4201500.0,B023,31430.0,543,391,0,510,11,63425,0.0,8,0,0,1,0,1,129111.4641542791
21015,2023-07-06,1781240.0,0180,31450.0,57,465,0,217,7,5784,0.0,4,0,0,1,0,1,54737.2377508433
21016,2023-01-27,1160000.0,B020,31350.0,70,308,0,0,0,14055,0.0,8,0,0,0,0,0,35646.62582862401
21017,2023-08-18,658980.0,0010,31810.0,572,610,0,122,6,1564,0.0,2,0,0,1,0,1,20250.35645564366
21018,2023-08-18,1720000.0,0011,31620.0,79,16,0,360,12,4346,0.0,4,0,0,1,0,1,52855.341745890764
21019,2023-03-24,144000.0,0077,31450.0,48,1050,0,0,0,603,0.0,1,0,0,0,0,0,4425.098378725738
21020,2023-03-21,115700.0,7040,31000.0,555,91,1,32,2,0,0.0,1,0,1,0,0,0,3555.4436279067218
21021,2023-05-31,361000.0,0208,31190.0,33,346,0,130,4,713,0.0,1,0,0,0,0,1,11093.475796666611
21022,2023-07-06,285000.0,0142,31190.0,33,154,3,52,3,0,52.27,3,0,1,1,0,0,8758.007207894692
21023,2023-04-26,359000.0,8972,31500.0,555,14,2,48,2,0,47.68,2,0,1,1,0,0,11032.016096962085
21024,2023-06-27,1112200.0,0005,31180.0,484,138,0,160,5,1678,0.0,2,0,0,1,0,1,34177.739005685886
21025,2023-06-27,484000.0,0002,31800.0,537,177,0,240,6,4160,0.0,4,0,0,1,0,1,14873.247328494845
21026,2023-08-07,1490300.0,7040,31000.0,555,193,1,0,0,0,0.0,1,0,0,1,0,0,45796.69523482617
21027,2023-11-14,140000.0,0530,31800.0,483,330,0,65,3,316,0.0,1,0,0,0,0,1,4302.17897931669
21028,2023-07-27,92400.0,0450,31700.0,69,20,1,27,2,0,26.42,1,0,1,0,0,0,2839.438126349016
21029,2023-05-04,120000.0,B008,31220.0,286,1112,0,0,0,27529,0.0,2,0,0,0,0,0,3687.5819822714493
21030,2023-05-04,2600.0,B007,31380.0,579,542,0,0,0,1002,0.0,13,0,0,0,0,0,79.8976096158814
21031,2023-09-27,370800.0,B035,31230.0,239,277,0,0,0,526,0.0,1,0,0,0,0,0,11394.628325218779
21032,2023-05-12,132000.0,8436,31500.0,555,238,1,77,3,0,73.41,1,0,1,0,0,0,4056.3401804985942
21033,2023-01-27,490000.0,B090,31340.0,584,578,0,0,0,9220,0.0,2,0,0,0,0,0,15057.626427608418
21034,2023-12-07,46000.0,8666,31100.0,555,102,2,16,2,0,0.0,1,0,1,0,0,0,1413.5730932040556
21035,2023-08-18,952200.0,0027,31820.0,417,141,0,328,10,1427,0.0,2,0,0,0,0,1,29260.963029323953
21036,2023-09-20,110000.0,3692,31000.0,555,194,2,26,1,0,21.7,1,0,1,0,0,0,3380.283483748828
21037,2023-12-29,4545852.0,3104,31200.0,555,153,19,165,3,0,0.0,17,1,1,1,1,0,139693.3494106053
21038,2023-05-31,304000.0,0200,31820.0,417,402,2,51,4,0,51.58,2,0,1,1,0,0,9341.87435508767
21039,2023-02-02,324000.0,6404,31400.0,555,112,2,39,2,0,0.0,2,0,1,1,0,0,9956.471352132912
21040,2023-05-04,693976.0,B002,31560.0,396,10,0,0,0,62863,0.0,4,0,0,0,0,0,21325.778281073428
21041,2023-03-10,1212.0,4304,31500.0,555,401,0,0,0,101,0.0,1,0,0,0,0,0,37.24457802094163
21042,2023-05-31,707700.0,0203,31320.0,113,206,3,71,3,0,0.0,3,0,1,1,0,0,21747.51474044587
21043,2023-08-18,445200.0,0022,31370.0,65,1135,0,75,4,2730,0.0,2,0,0,1,0,1,13680.929154227077
21044,2023-09-27,456000.0,B039,31220.0,318,96,0,387,9,3140,0.0,3,0,0,0,0,1,14012.811532631507
21045,2023-09-27,805632.3,B038,31860.0,421,334,3,0,0,0,0.0,3,1,0,0,0,0,24756.95961513256
21046,2023-05-04,665800.0,B005,31130.0,445,5,2,0,0,392,0.0,3,1,0,0,0,0,20459.934031636087
21047,2023-08-18,1720000.0,0040,31190.0,345,505,0,280,8,3200,0.0,4,0,0,1,0,1,52855.341745890764
21048,2023-07-06,335000.0,0155,31140.0,467,742,0,47,2,166,0.0,1,0,0,0,0,1,10294.499700507795
21049,2023-03-31,426200.0,4616,31400.0,555,172,2,0,0,0,0.0,2,1,0,0,0,0,13097.062007034096
21050,2023-11-14,819285.0,0544,31700.0,69,333,9,93,5,0,0.0,3,0,0,1,0,1,25176.505036210532
21051,2023-08-07,76500.0,B024,31220.0,135,1170,0,0,0,2574,0.0,1,0,0,0,0,0,2350.8335136980486
21052,2023-09-06,622500.0,8066,31000.0,555,208,5,41,2,0,0.0,3,0,1,1,0,0,19129.331533033142
21053,2023-09-21,960700.0,0470,31490.0,291,49,0,192,6,1912,0.0,2,0,0,1,0,1,29522.16675306818
21054,2023-01-27,1057900.0,B083,31560.0,396,822,0,934,2,6922,0.0,4,0,0,0,1,1,32509.10815870805
21055,2023-09-27,860000.0,B024,31190.0,173,98,0,256,10,7454,0.0,2,0,0,0,0,1,26427.670872945382
21056,2023-09-27,336000.0,B023,31490.0,88,78,0,0,0,511,0.0,3,0,0,0,0,0,10325.229550360058
21057,2023-09-27,9840765.0,B022,31840.0,541,912,10,0,0,0,110.9,10,1,0,0,0,0,302405.2308813958
21058,2023-07-27,348000.0,0468,31400.0,555,152,2,46,2,0,0.0,2,0,1,1,0,0,10693.987748587202
21059,2023-08-18,619676.0,0034,31620.0,136,2065,0,88,4,760,0.0,2,0,0,1,0,1,19042.55043705035
21060,2023-07-06,243600.0,0160,31270.0,588,24,1,96,6,0,0.0,1,0,0,0,0,1,7485.791424011042
21061,2023-10-26,466500.0,2203,31200.0,555,803,0,0,0,676,0.0,3,0,0,0,0,0,14335.474956080257
21062,2023-12-28,1154000.0,5008,31200.0,555,503,6,0,0,0,0.0,6,1,0,0,0,0,35462.246729510436
21063,2023-08-18,3800000.0,0050,31470.0,188,129,0,328,12,8884,0.0,8,0,0,1,1,1,116773.4294385959
21064,2023-03-31,216290.0,4600,31000.0,555,719,1,0,0,0,0.0,1,0,0,1,0,0,6646.559224545765
21065,2023-07-06,335000.0,0125,31140.0,467,729,0,64,3,106,0.0,1,0,0,0,0,1,10294.499700507795
21066,2023-07-26,610000.0,3692,31000.0,555,189,1,205,0,0,90.73,1,0,0,0,1,0,18745.208409879866
21067,2023-08-07,28500.0,B014,31230.0,72,6,0,0,0,11037,0.0,3,0,0,0,0,0,875.8007207894692
21068,2023-08-07,1750000.0,B015,31700.0,56,494,0,0,0,1623,0.0,1,0,0,0,0,0,53777.23724145863
21069,2023-11-14,232800.0,0560,31620.0,118,47,4,55,3,0,52.28,2,0,1,1,0,0,7153.9090456066115
21070,2023-12-20,533048.0,4884,31400.0,555,134,2,0,0,0,0.0,2,1,0,0,0,0,16380.485004048594
21071,2023-12-14,563460.0,0964,31770.0,149,172,9,86,4,0,86.07,3,0,1,1,0,0,17315.04119775559
