Saison;Compagnie Operating;Numéro de vol;Compagnie Marketing;Numéro de vol Marketing;Aéroport de départ;Aéroport d'arrivée;Jour de départ en Local;Jour d'arrivée  en Local;Heure de départ en Local;Heure d'arrivée en Local;Date de début de période;Date de fin  de période;Compagnie propriétaire;Type Avion
W19;Thai Flying Helicopter Service;1031;Sham Wing Airlines;2031;Amsterdam Airport Schiphol;London Heathrow Airport;2;2;16:35;17:55;;;Wings Airline;Embraer 190/Lineage 1000
W19;Thai Flying Helicopter Service;1031;Sham Wing Airlines;2031;Amsterdam Airport Schiphol;London Heathrow Airport;3;3;16:35;17:55;;;Wings Airline;Embraer 190/Lineage 1000
W19;Thai Flying Helicopter Service;1031;Sham Wing Airlines;2031;Amsterdam Airport Schiphol;London Heathrow Airport;4;4;16:35;17:55;;;Wings Airline;Embraer 190/Lineage 1000
W19;Thai Flying Helicopter Service;1031;Sham Wing Airlines;2031;Amsterdam Airport Schiphol;London Heathrow Airport;5;5;16:35;17:55;;;Wings Airline;Embraer 190/Lineage 1000
W19;Sham Wing Airlines;1032;#N/A;;Charles de Gaulle International Airport;Athens Eleftherios Venizelos International Airport;1;2;20:45;00:55;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1032;#N/A;;Charles de Gaulle International Airport;Athens Eleftherios Venizelos International Airport;2;3;20:45;00:55;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1032;#N/A;;Charles de Gaulle International Airport;Athens Eleftherios Venizelos International Airport;3;4;20:45;00:55;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1032;#N/A;;Charles de Gaulle International Airport;Athens Eleftherios Venizelos International Airport;4;5;20:45;00:55;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1032;#N/A;;Charles de Gaulle International Airport;Athens Eleftherios Venizelos International Airport;5;6;20:45;00:55;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1032;#N/A;;Charles de Gaulle International Airport;Athens Eleftherios Venizelos International Airport;6;7;20:45;00:55;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1032;#N/A;;Charles de Gaulle International Airport;Athens Eleftherios Venizelos International Airport;7;1;20:45;00:55;;;Sham Wing Airlines;Airbus A319
W19;Thai Flying Helicopter Service;1032;#N/A;;London Heathrow Airport;Amsterdam Airport Schiphol;1;1;20:25;21:35;;;Thai Flying Helicopter Service;Boeing 737-800 Winglets
W19;Thai Flying Helicopter Service;1032;#N/A;;London Heathrow Airport;Amsterdam Airport Schiphol;2;2;20:25;21:35;;;Thai Flying Helicopter Service;Boeing 737-800 Winglets
W19;Thai Flying Helicopter Service;1032;#N/A;;London Heathrow Airport;Amsterdam Airport Schiphol;3;3;20:25;21:35;;;Thai Flying Helicopter Service;Boeing 737-800 Winglets
W19;Thai Flying Helicopter Service;1032;#N/A;;London Heathrow Airport;Amsterdam Airport Schiphol;4;4;20:25;21:35;;;Thai Flying Helicopter Service;Boeing 737-800 Winglets
W19;Thai Flying Helicopter Service;1032;#N/A;;London Heathrow Airport;Amsterdam Airport Schiphol;5;5;20:25;21:35;;;Thai Flying Helicopter Service;Boeing 737-800 Winglets
W19;Thai Flying Helicopter Service;1032;#N/A;;London Heathrow Airport;Amsterdam Airport Schiphol;7;7;20:25;21:35;;;Thai Flying Helicopter Service;Boeing 737-700 Winglets
W19;Thai Flying Helicopter Service;1032;#N/A;;London Heathrow Airport;Amsterdam Airport Schiphol;6;6;15:45;16:55;;;Wings Airline;Embraer 175 (short wing)
W19;Sham Wing Airlines;1033;#N/A;;Athens Eleftherios Venizelos International Airport;Charles de Gaulle International Airport;1;1;06:10;08:45;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1033;#N/A;;Athens Eleftherios Venizelos International Airport;Charles de Gaulle International Airport;2;2;06:10;08:45;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1033;#N/A;;Athens Eleftherios Venizelos International Airport;Charles de Gaulle International Airport;3;3;06:10;08:45;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1033;#N/A;;Athens Eleftherios Venizelos International Airport;Charles de Gaulle International Airport;4;4;06:10;08:45;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1033;#N/A;;Athens Eleftherios Venizelos International Airport;Charles de Gaulle International Airport;5;5;06:10;08:45;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1033;#N/A;;Athens Eleftherios Venizelos International Airport;Charles de Gaulle International Airport;6;6;06:10;08:45;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1033;#N/A;;Athens Eleftherios Venizelos International Airport;Charles de Gaulle International Airport;7;7;06:10;08:45;;;Sham Wing Airlines;Airbus A319
W19;Thai Flying Helicopter Service;1033;#N/A;;Amsterdam Airport Schiphol;London Heathrow Airport;1;1;19:30;20:50;;;Thai Flying Helicopter Service;Boeing 737-800 Winglets
W19;Thai Flying Helicopter Service;1033;#N/A;;Amsterdam Airport Schiphol;London Heathrow Airport;2;2;19:30;20:50;;;Thai Flying Helicopter Service;Boeing 737-800 Winglets
W19;Thai Flying Helicopter Service;1033;#N/A;;Amsterdam Airport Schiphol;London Heathrow Airport;3;3;19:30;20:50;;;Thai Flying Helicopter Service;Boeing 737-800 Winglets
W19;Thai Flying Helicopter Service;1033;#N/A;;Amsterdam Airport Schiphol;London Heathrow Airport;4;4;19:30;20:50;;;Thai Flying Helicopter Service;Boeing 737-800 Winglets
W19;Thai Flying Helicopter Service;1033;#N/A;;Amsterdam Airport Schiphol;London Heathrow Airport;5;5;19:30;20:50;;;Thai Flying Helicopter Service;Boeing 737-800 Winglets
W19;Thai Flying Helicopter Service;1033;#N/A;;Amsterdam Airport Schiphol;London Heathrow Airport;6;6;19:30;20:50;;;Thai Flying Helicopter Service;Boeing 737-800 Winglets
W19;Thai Flying Helicopter Service;1033;#N/A;;Amsterdam Airport Schiphol;London Heathrow Airport;7;7;19:30;20:50;;;Thai Flying Helicopter Service;Boeing 737-800 Winglets
W19;Zephyr Express;1034;Sham Wing Airlines;5052;Charles de Gaulle International Airport;Málaga-Costa del Sol Airport;1;1;09:55;12:25;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1034;Sham Wing Airlines;5052;Charles de Gaulle International Airport;Málaga-Costa del Sol Airport;3;3;09:55;12:25;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1034;Sham Wing Airlines;5052;Charles de Gaulle International Airport;Málaga-Costa del Sol Airport;2;2;09:55;12:25;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1034;Sham Wing Airlines;5052;Charles de Gaulle International Airport;Málaga-Costa del Sol Airport;5;5;09:55;12:25;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1034;Sham Wing Airlines;5052;Charles de Gaulle International Airport;Málaga-Costa del Sol Airport;6;6;09:55;12:25;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1034;Sham Wing Airlines;5052;Charles de Gaulle International Airport;Málaga-Costa del Sol Airport;4;4;09:55;12:25;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1034;Sham Wing Airlines;5052;Charles de Gaulle International Airport;Málaga-Costa del Sol Airport;7;7;09:55;12:25;;;Zephyr Express;Boeing 737
W19;Sham Wing Airlines;1036;#N/A;;Charles de Gaulle International Airport;Ljubljana Jože Pu?nik Airport;1;1;10:00;11:45;;;SASCO Airlines;Embraer 170
W19;Sham Wing Airlines;1036;#N/A;;Charles de Gaulle International Airport;Ljubljana Jože Pu?nik Airport;2;2;10:00;11:45;;;SASCO Airlines;Embraer 170
W19;Sham Wing Airlines;1036;#N/A;;Charles de Gaulle International Airport;Ljubljana Jože Pu?nik Airport;3;3;10:00;11:45;;;SASCO Airlines;Embraer 170
W19;Sham Wing Airlines;1036;#N/A;;Charles de Gaulle International Airport;Ljubljana Jože Pu?nik Airport;4;4;10:00;11:45;;;SASCO Airlines;Embraer 170
W19;Sham Wing Airlines;1036;#N/A;;Charles de Gaulle International Airport;Ljubljana Jože Pu?nik Airport;5;5;10:00;11:45;;;SASCO Airlines;Embraer 170
W19;Sham Wing Airlines;1036;#N/A;;Charles de Gaulle International Airport;Ljubljana Jože Pu?nik Airport;6;6;10:00;11:45;;;SASCO Airlines;Embraer 170
W19;Sham Wing Airlines;1036;#N/A;;Charles de Gaulle International Airport;Ljubljana Jože Pu?nik Airport;7;7;10:00;11:45;;;SASCO Airlines;Embraer 170
W19;Zephyr Express;1036;Sham Wing Airlines;5056;Charles de Gaulle International Airport;Málaga-Costa del Sol Airport;7;7;13:00;15:30;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1036;Sham Wing Airlines;5056;Charles de Gaulle International Airport;Málaga-Costa del Sol Airport;3;3;13:00;15:30;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1036;Sham Wing Airlines;5056;Charles de Gaulle International Airport;Málaga-Costa del Sol Airport;6;6;13:00;15:30;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1036;Sham Wing Airlines;5056;Charles de Gaulle International Airport;Málaga-Costa del Sol Airport;1;1;13:00;15:30;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1036;Sham Wing Airlines;5056;Charles de Gaulle International Airport;Málaga-Costa del Sol Airport;4;4;13:00;15:30;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1036;Sham Wing Airlines;5056;Charles de Gaulle International Airport;Málaga-Costa del Sol Airport;2;2;13:00;15:30;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1036;Sham Wing Airlines;5056;Charles de Gaulle International Airport;Málaga-Costa del Sol Airport;5;5;13:00;15:30;;;Zephyr Express;Boeing 737
W19;Sham Wing Airlines;1037;#N/A;;Ljubljana Jože Pu?nik Airport;Charles de Gaulle International Airport;1;1;12:20;14:20;;;SASCO Airlines;Embraer 170
W19;Sham Wing Airlines;1037;#N/A;;Ljubljana Jože Pu?nik Airport;Charles de Gaulle International Airport;2;2;12:20;14:20;;;SASCO Airlines;Embraer 170
W19;Sham Wing Airlines;1037;#N/A;;Ljubljana Jože Pu?nik Airport;Charles de Gaulle International Airport;3;3;12:20;14:20;;;SASCO Airlines;Embraer 170
W19;Sham Wing Airlines;1037;#N/A;;Ljubljana Jože Pu?nik Airport;Charles de Gaulle International Airport;4;4;12:20;14:20;;;SASCO Airlines;Embraer 170
W19;Sham Wing Airlines;1037;#N/A;;Ljubljana Jože Pu?nik Airport;Charles de Gaulle International Airport;5;5;12:20;14:20;;;SASCO Airlines;Embraer 170
W19;Sham Wing Airlines;1037;#N/A;;Ljubljana Jože Pu?nik Airport;Charles de Gaulle International Airport;6;6;12:20;14:20;;;SASCO Airlines;Embraer 170
W19;Sham Wing Airlines;1037;#N/A;;Ljubljana Jože Pu?nik Airport;Charles de Gaulle International Airport;7;7;12:20;14:20;;;SASCO Airlines;Embraer 170
W19;Zephyr Express;1037;Sham Wing Airlines;5063;Málaga-Costa del Sol Airport;Charles de Gaulle International Airport;7;7;17:00;19:40;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1037;Sham Wing Airlines;5063;Málaga-Costa del Sol Airport;Charles de Gaulle International Airport;3;3;17:00;19:40;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1037;Sham Wing Airlines;5063;Málaga-Costa del Sol Airport;Charles de Gaulle International Airport;2;2;17:00;19:40;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1037;Sham Wing Airlines;5063;Málaga-Costa del Sol Airport;Charles de Gaulle International Airport;1;1;17:00;19:40;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1037;Sham Wing Airlines;5063;Málaga-Costa del Sol Airport;Charles de Gaulle International Airport;4;4;17:00;19:40;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1037;Sham Wing Airlines;5063;Málaga-Costa del Sol Airport;Charles de Gaulle International Airport;6;6;17:00;19:40;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1037;Sham Wing Airlines;5063;Málaga-Costa del Sol Airport;Charles de Gaulle International Airport;5;5;17:00;19:40;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1038;Sham Wing Airlines;5062;Charles de Gaulle International Airport;Málaga-Costa del Sol Airport;1;1;20:45;23:15;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1038;Sham Wing Airlines;5062;Charles de Gaulle International Airport;Málaga-Costa del Sol Airport;5;5;20:45;23:15;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1038;Sham Wing Airlines;5062;Charles de Gaulle International Airport;Málaga-Costa del Sol Airport;6;6;20:45;23:15;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1038;Sham Wing Airlines;5062;Charles de Gaulle International Airport;Málaga-Costa del Sol Airport;4;4;20:45;23:15;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1038;Sham Wing Airlines;5062;Charles de Gaulle International Airport;Málaga-Costa del Sol Airport;7;7;20:45;23:15;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1038;Sham Wing Airlines;5062;Charles de Gaulle International Airport;Málaga-Costa del Sol Airport;3;3;20:45;23:15;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1038;Sham Wing Airlines;5062;Charles de Gaulle International Airport;Málaga-Costa del Sol Airport;2;2;20:45;23:15;;;Zephyr Express;Boeing 737
W19;Thai Flying Helicopter Service;1039;#N/A;;Amsterdam Airport Schiphol;Málaga-Costa del Sol Airport;6;6;11:35;14:35;;;Thai Flying Helicopter Service;Boeing 737-800 Winglets
W19;Thai Flying Helicopter Service;1039;#N/A;;Amsterdam Airport Schiphol;Málaga-Costa del Sol Airport;3;3;11:35;14:35;;;Thai Flying Helicopter Service;Boeing 737-700 Winglets
W19;Thai Flying Helicopter Service;1039;#N/A;;Amsterdam Airport Schiphol;Málaga-Costa del Sol Airport;7;7;11:35;14:35;;;Thai Flying Helicopter Service;Boeing 737-700 Winglets
W19;Zephyr Express;1039;Sham Wing Airlines;5053;Málaga-Costa del Sol Airport;Charles de Gaulle International Airport;6;6;05:50;08:30;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1039;Sham Wing Airlines;5053;Málaga-Costa del Sol Airport;Charles de Gaulle International Airport;5;5;05:50;08:30;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1039;Sham Wing Airlines;5053;Málaga-Costa del Sol Airport;Charles de Gaulle International Airport;4;4;05:50;08:30;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1039;Sham Wing Airlines;5053;Málaga-Costa del Sol Airport;Charles de Gaulle International Airport;1;1;05:50;08:30;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1039;Sham Wing Airlines;5053;Málaga-Costa del Sol Airport;Charles de Gaulle International Airport;3;3;05:50;08:30;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1039;Sham Wing Airlines;5053;Málaga-Costa del Sol Airport;Charles de Gaulle International Airport;7;7;05:50;08:30;;;Zephyr Express;Boeing 737
W19;Zephyr Express;1039;Sham Wing Airlines;5053;Málaga-Costa del Sol Airport;Charles de Gaulle International Airport;2;2;05:50;08:30;;;Zephyr Express;Boeing 737
W19;Thai Flying Helicopter Service;1040;#N/A;;Málaga-Costa del Sol Airport;Amsterdam Airport Schiphol;6;6;15:25;18:35;;;Thai Flying Helicopter Service;Boeing 737-800 Winglets
W19;Thai Flying Helicopter Service;1040;#N/A;;Málaga-Costa del Sol Airport;Amsterdam Airport Schiphol;3;3;15:25;18:35;;;Thai Flying Helicopter Service;Boeing 737-700 Winglets
W19;Thai Flying Helicopter Service;1040;#N/A;;Málaga-Costa del Sol Airport;Amsterdam Airport Schiphol;7;7;15:25;18:35;;;Thai Flying Helicopter Service;Boeing 737-700 Winglets
W19;Sham Wing Airlines;1042;#N/A;;Charles de Gaulle International Airport;Geneva Cointrin International Airport;3;3;18:30;19:40;;;Sham Wing Airlines;Airbus A318
W19;Sham Wing Airlines;1042;#N/A;;Charles de Gaulle International Airport;Geneva Cointrin International Airport;1;1;18:30;19:40;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1042;#N/A;;Charles de Gaulle International Airport;Geneva Cointrin International Airport;2;2;18:30;19:40;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1042;#N/A;;Charles de Gaulle International Airport;Geneva Cointrin International Airport;4;4;18:30;19:40;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1042;#N/A;;Charles de Gaulle International Airport;Geneva Cointrin International Airport;5;5;18:30;19:40;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1042;#N/A;;Charles de Gaulle International Airport;Geneva Cointrin International Airport;6;6;18:30;19:40;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1042;#N/A;;Charles de Gaulle International Airport;Geneva Cointrin International Airport;7;7;18:30;19:40;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1043;#N/A;;Geneva Cointrin International Airport;Charles de Gaulle International Airport;3;3;20:30;21:45;;;Sham Wing Airlines;Airbus A318
W19;Sham Wing Airlines;1043;#N/A;;Geneva Cointrin International Airport;Charles de Gaulle International Airport;1;1;20:30;21:45;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1043;#N/A;;Geneva Cointrin International Airport;Charles de Gaulle International Airport;2;2;20:30;21:45;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1043;#N/A;;Geneva Cointrin International Airport;Charles de Gaulle International Airport;4;4;20:30;21:45;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1043;#N/A;;Geneva Cointrin International Airport;Charles de Gaulle International Airport;5;5;20:30;21:45;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1043;#N/A;;Geneva Cointrin International Airport;Charles de Gaulle International Airport;6;6;20:30;21:45;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1043;#N/A;;Geneva Cointrin International Airport;Charles de Gaulle International Airport;7;7;20:30;21:45;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1044;#N/A;;Charles de Gaulle International Airport;Sheremetyevo International Airport;1;1;09:30;15:20;;;Sham Wing Airlines;Airbus A320
W19;Sham Wing Airlines;1044;#N/A;;Charles de Gaulle International Airport;Sheremetyevo International Airport;3;3;09:30;15:20;;;Sham Wing Airlines;Airbus A320
W19;Sham Wing Airlines;1044;#N/A;;Charles de Gaulle International Airport;Sheremetyevo International Airport;4;4;09:30;15:20;;;Sham Wing Airlines;Airbus A320
W19;Sham Wing Airlines;1044;#N/A;;Charles de Gaulle International Airport;Sheremetyevo International Airport;5;5;09:30;15:20;;;Sham Wing Airlines;Airbus A320
W19;Sham Wing Airlines;1044;#N/A;;Charles de Gaulle International Airport;Sheremetyevo International Airport;6;6;09:30;15:20;;;Sham Wing Airlines;Airbus A320
W19;Sham Wing Airlines;1044;#N/A;;Charles de Gaulle International Airport;Sheremetyevo International Airport;7;7;09:30;15:20;;;Sham Wing Airlines;Airbus A320
W19;Sham Wing Airlines;1044;#N/A;;Charles de Gaulle International Airport;Sheremetyevo International Airport;2;2;09:30;15:20;;;Sham Wing Airlines;Airbus A320 (sharklets)
W19;Sham Wing Airlines;1045;#N/A;;Sheremetyevo International Airport;Charles de Gaulle International Airport;1;1;16:20;18:30;;;Sham Wing Airlines;Airbus A320
W19;Sham Wing Airlines;1045;#N/A;;Sheremetyevo International Airport;Charles de Gaulle International Airport;3;3;16:20;18:30;;;Sham Wing Airlines;Airbus A320
W19;Sham Wing Airlines;1045;#N/A;;Sheremetyevo International Airport;Charles de Gaulle International Airport;4;4;16:20;18:30;;;Sham Wing Airlines;Airbus A320
W19;Sham Wing Airlines;1045;#N/A;;Sheremetyevo International Airport;Charles de Gaulle International Airport;5;5;16:20;18:30;;;Sham Wing Airlines;Airbus A320
W19;Sham Wing Airlines;1045;#N/A;;Sheremetyevo International Airport;Charles de Gaulle International Airport;6;6;16:20;18:30;;;Sham Wing Airlines;Airbus A320
W19;Sham Wing Airlines;1045;#N/A;;Sheremetyevo International Airport;Charles de Gaulle International Airport;7;7;16:20;18:30;;;Sham Wing Airlines;Airbus A320
W19;Sham Wing Airlines;1045;#N/A;;Sheremetyevo International Airport;Charles de Gaulle International Airport;2;2;16:20;18:30;;;Sham Wing Airlines;Airbus A320 (sharklets)
W19;Sham Wing Airlines;1046;#N/A;;Charles de Gaulle International Airport;Warsaw Chopin Airport;1;1;14:10;16:25;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1046;#N/A;;Charles de Gaulle International Airport;Warsaw Chopin Airport;2;2;14:10;16:25;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1046;#N/A;;Charles de Gaulle International Airport;Warsaw Chopin Airport;4;4;14:10;16:25;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1046;#N/A;;Charles de Gaulle International Airport;Warsaw Chopin Airport;5;5;14:10;16:25;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1046;#N/A;;Charles de Gaulle International Airport;Warsaw Chopin Airport;6;6;14:10;16:25;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1046;#N/A;;Charles de Gaulle International Airport;Warsaw Chopin Airport;7;7;14:10;16:25;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1046;#N/A;;Charles de Gaulle International Airport;Warsaw Chopin Airport;3;3;14:10;16:25;;;Sham Wing Airlines;Airbus A320 (sharklets)
W19;Thai Flying Helicopter Service;1046;#N/A;;Bristol Airport;Amsterdam Airport Schiphol;7;7;06:15;07:45;;;Wings Airline;Embraer 175 (short wing)
W19;Thai Flying Helicopter Service;1046;#N/A;;Bristol Airport;Amsterdam Airport Schiphol;1;1;06:15;07:45;;;Wings Airline;Embraer 190/Lineage 1000
W19;Thai Flying Helicopter Service;1046;#N/A;;Bristol Airport;Amsterdam Airport Schiphol;2;2;06:15;07:45;;;Wings Airline;Embraer 190/Lineage 1000
W19;Thai Flying Helicopter Service;1046;#N/A;;Bristol Airport;Amsterdam Airport Schiphol;3;3;06:15;07:45;;;Wings Airline;Embraer 190/Lineage 1000
W19;Thai Flying Helicopter Service;1046;#N/A;;Bristol Airport;Amsterdam Airport Schiphol;4;4;06:15;07:45;;;Wings Airline;Embraer 190/Lineage 1000
W19;Thai Flying Helicopter Service;1046;#N/A;;Bristol Airport;Amsterdam Airport Schiphol;5;5;06:15;07:45;;;Wings Airline;Embraer 190/Lineage 1000
W19;Thai Flying Helicopter Service;1046;#N/A;;Bristol Airport;Amsterdam Airport Schiphol;6;6;06:15;07:45;;;Wings Airline;Embraer 190/Lineage 1000
W19;Sham Wing Airlines;1047;#N/A;;Warsaw Chopin Airport;Charles de Gaulle International Airport;1;1;17:20;19:55;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1047;#N/A;;Warsaw Chopin Airport;Charles de Gaulle International Airport;2;2;17:20;19:55;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1047;#N/A;;Warsaw Chopin Airport;Charles de Gaulle International Airport;4;4;17:20;19:55;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1047;#N/A;;Warsaw Chopin Airport;Charles de Gaulle International Airport;5;5;17:20;19:55;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1047;#N/A;;Warsaw Chopin Airport;Charles de Gaulle International Airport;6;6;17:20;19:55;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1047;#N/A;;Warsaw Chopin Airport;Charles de Gaulle International Airport;7;7;17:20;19:55;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1047;#N/A;;Warsaw Chopin Airport;Charles de Gaulle International Airport;3;3;17:20;19:55;;;Sham Wing Airlines;Airbus A320 (sharklets)
W19;Sham Wing Airlines;1048;#N/A;;Charles de Gaulle International Airport;Josep Tarradellas Barcelona-El Prat Airport;1;1;17:00;18:40;;;Sham Wing Airlines;Airbus A318
W19;Sham Wing Airlines;1048;#N/A;;Charles de Gaulle International Airport;Josep Tarradellas Barcelona-El Prat Airport;2;2;17:00;18:40;;;Sham Wing Airlines;Airbus A318
W19;Sham Wing Airlines;1048;#N/A;;Charles de Gaulle International Airport;Josep Tarradellas Barcelona-El Prat Airport;3;3;17:00;18:40;;;Sham Wing Airlines;Airbus A318
W19;Sham Wing Airlines;1048;#N/A;;Charles de Gaulle International Airport;Josep Tarradellas Barcelona-El Prat Airport;4;4;17:00;18:40;;;Sham Wing Airlines;Airbus A318
W19;Sham Wing Airlines;1048;#N/A;;Charles de Gaulle International Airport;Josep Tarradellas Barcelona-El Prat Airport;6;6;17:00;18:40;;;Sham Wing Airlines;Airbus A318
W19;Sham Wing Airlines;1048;#N/A;;Charles de Gaulle International Airport;Josep Tarradellas Barcelona-El Prat Airport;7;7;17:00;18:40;;;Sham Wing Airlines;Airbus A318
W19;Sham Wing Airlines;1048;#N/A;;Charles de Gaulle International Airport;Josep Tarradellas Barcelona-El Prat Airport;5;5;17:00;18:40;;;Sham Wing Airlines;Airbus A319
W19;Sham Wing Airlines;1049;Thai Flying Helicopter Service;3161;Josep Tarradellas Barcelona-El Prat Airport;Charles de Gaulle International Airport;1;1;19:35;21:35;;;Sham Wing Airlines;Airbus A318
W19;Sham Wing Airlines;1049;Thai Flying Helicopter Service;3161;Josep Tarradellas Barcelona-El Prat Airport;Charles de Gaulle International Airport;2;2;19:35;21:35;;;Sham Wing Airlines;Airbus A318
W19;Sham Wing Airlines;1049;Thai Flying Helicopter Service;3161;Josep Tarradellas Barcelona-El Prat Airport;Charles de Gaulle International Airport;3;3;19:35;21:35;;;Sham Wing Airlines;Airbus A318
W19;Sham Wing Airlines;1049;Thai Flying Helicopter Service;3161;Josep Tarradellas Barcelona-El Prat Airport;Charles de Gaulle International Airport;4;4;19:35;21:35;;;Sham Wing Airlines;Airbus A318
W19;Sham Wing Airlines;1049;Thai Flying Helicopter Service;3161;Josep Tarradellas Barcelona-El Prat Airport;Charles de Gaulle International Airport;6;6;19:35;21:35;;;Sham Wing Airlines;Airbus A318
W19;Sham Wing Airlines;1049;Thai Flying Helicopter Service;3161;Josep Tarradellas Barcelona-El Prat Airport;Charles de Gaulle International Airport;7;7;19:35;21:35;;;Sham Wing Airlines;Airbus A318
W19;Sham Wing Airlines;1049;Thai Flying Helicopter Service;3161;Josep Tarradellas Barcelona-El Prat Airport;Charles de Gaulle International Airport;5;5;19:35;21:35;;;Sham Wing Airlines;Airbus A319
W19;Thai Flying Helicopter Service;1049;Sham Wing Airlines;3161;Amsterdam Airport Schiphol;Bristol Airport;6;6;07:15;08:30;;;Wings Airline;Embraer 175 (short wing)
W19;Thai Flying Helicopter Service;1049;Sham Wing Airlines;3161;Amsterdam Airport Schiphol;Bristol Airport;1;1;07:15;08:30;;;Wings Airline;Embraer 175 (short wing)
W19;Thai Flying Helicopter Service;1049;Sham Wing Airlines;3161;Amsterdam Airport Schiphol;Bristol Airport;2;2;07:15;08:30;;;Wings Airline;Embraer 175 (short wing)
W19;Thai Flying Helicopter Service;1049;Sham Wing Airlines;3161;Amsterdam Airport Schiphol;Bristol Airport;3;3;07:15;08:30;;;Wings Airline;Embraer 175 (short wing)
W19;Thai Flying Helicopter Service;1049;Sham Wing Airlines;3161;Amsterdam Airport Schiphol;Bristol Airport;4;4;07:15;08:30;;;Wings Airline;Embraer 175 (short wing)
W19;Thai Flying Helicopter Service;1049;Sham Wing Airlines;3161;Amsterdam Airport Schiphol;Bristol Airport;5;5;07:15;08:30;;;Wings Airline;Embraer 175 (short wing)
W19;Sham Wing Airlines;1050;Thai Flying Helicopter Service;3165;Charles de Gaulle International Airport;Copenhagen Kastrup Airport;1;1;17:40;19:35;;;Sham Wing Airlines;Airbus A318
