Index,date_mutation,valeur_fonciere,num_voie,type_voie,code_voie,voie,code_postal,commune,code_dep,code_com,no_plan,no_vol,nb_lot,code_typ_local,surface_reel_bati,nb_piece_prin,surf_terrain,tt_surf_carez,vente,vente_etat_futur_achev,appartement,dependance,local_indus_com,maison
1044229,01/02/2020,180000.0,,,B076,LAS CLARES,31310,RIEUX,31,455,1848,,0,,0,0,952,0.0,5,0,0,0,0,0
1026062,09/10/2020,247200.0,14,GR,7924,GDE RUE SAINT NICOLAS,31300,TOULOUSE,31,555,118,,4,3,28,1,0,0.0,2,0,1,1,0,0
1007971,29/12/2020,323000.0,2,RUE,4615,JEAN MONTARIOL,31500,TOULOUSE,31,555,30,,2,3,80,4,0,0.0,2,0,1,1,0,0
999839,07/09/2020,300000.0,38,QUAI,8520,DE TOUNIS,31000,TOULOUSE,31,555,122,,1,2,64,3,0,63.4,1,0,1,0,0,0
1040500,26/09/2020,340000.0,31,AV,0650,DU DOCTEUR LOUIS DELHERM,31320,CASTANET TOLOSAN,31,113,278,,0,1,90,4,306,0.0,1,0,0,0,0,1
1040742,06/11/2020,703800.0,5,,0057,QUARTIER PRADELOT,31450,DONNEVILLE,31,162,5,,0,1,316,18,1570,0.0,2,0,0,0,0,1
988081,25/02/2020,834000.0,2,RUE,0050,CHARLES D AYGUESVIVES,31140,FONBEAUZARD,31,186,106,,4,3,166,8,204,0.0,5,1,0,1,0,1
1011816,12/02/2020,270000.0,12,IMP,1050,DE LA CLE DE SOL,31830,PLAISANCE DU TOUCH,31,424,146,,0,1,90,5,520,0.0,1,0,0,0,0,1
1028780,12/11/2020,66500.0,3,IMP,4175,HENRI RAMET,31100,TOULOUSE,31,555,111,,1,2,50,2,0,0.0,1,0,1,0,0,0
1012568,25/02/2020,675000.0,10,CHE,0055,DE CANTEGRIL,31700,MONDONVILLE,31,351,212,,3,,0,0,0,0.0,3,1,0,0,0,0
1003619,06/11/2020,804000.0,1,IMP,0050,DU CASTELET,31280,DREMIL LAFAGE,31,163,106,,2,1,169,9,659,86.47,3,0,0,1,0,1
1047994,30/07/2020,172800.0,12,AV,0510,FRANCOIS LACHAMBRE,31120,PINSAGUEL,31,420,202,,0,1,73,4,426,0.0,1,0,0,0,0,1
1012262,17/02/2020,831000.0,850,CHEM,0168,DE POURCAROU,31620,FRONTON,31,202,484,,0,1,333,15,10060,0.0,3,0,0,0,0,1
1003555,03/11/2020,642650.0,22,RUE,7292,RASPAIL,31400,TOULOUSE,31,555,458,,0,1,113,5,158,0.0,1,0,0,0,0,1
