Index,date_mutation,valeur_fonciere,num_voie,type_voie,code_voie,voie,code_postal,commune,code_dep,code_com,no_plan,no_vol,nb_lot,code_typ_local,surface_reel_bati,nb_piece_prin,surf_terrain,tt_surf_carez,vente,vente_etat_futur_achev,appartement,dependance,local_indus_com,maison
1380355,15/12/2022,1498000.0,17,CHE,0016,DE LA BRIQUETTERIE,31450,BELBERAUD,31,57,714,,5,,110,3,260,0.0,7,1,0,1,0,1
1382599,28/12/2022,269500.0,23,RUE,1636,DU CANON D'ARCOLE,31000,TOULOUSE,31,555,34,,2,3,24,1,0,0.0,2,0,1,1,0,0
1322560,10/03/2022,119000.0,13,RUE,0860,SAINT JACQUES,31340,VILLEMUR SUR TARN,31,584,255,,0,1,70,3,125,0.0,1,0,0,0,0,1
1334896,23/04/2022,550000.0,284,,B246,LA VILLE,31290,AVIGNONET LAURAGAIS,31,37,93,,0,1,400,16,1870,0.0,2,0,0,0,0,1
1378302,15/12/2022,654700.0,148,RTE,0018,DE GARGAS,31380,VILLARIES,31,579,451,,0,1,220,10,2202,0.0,2,0,0,0,0,1
1403093,28/09/2022,182000.0,9,RUE,0106,THEODORE NIEL,31410,LONGAGES,31,303,2051,,0,1,82,4,166,0.0,1,0,0,0,0,1
1374248,29/11/2022,125100.0,11,RUE,1955,CHARLES TRENET,31200,TOULOUSE,31,555,830,,3,3,60,3,0,59.21,3,0,1,1,0,0
1345438,05/07/2022,831000.0,28,PORT,8066,SAINT SAUVEUR,31000,TOULOUSE,31,555,79,,5,3,90,5,0,89.84,3,0,1,1,0,0
1342256,17/06/2022,292330.0,29,RUE,0164,DES PYRENEES,31330,GRENADE SUR GARONNE,31,232,613,,0,1,114,6,588,0.0,1,0,0,0,0,1
1342911,17/06/2022,320000.0,11,RUE,0165,INGRES,31130,QUINT,31,445,103,,0,1,120,5,663,0.0,1,0,0,0,0,1
1405657,26/10/2022,45892.0,,,B121,LA RUE,31390,CARBONNE,31,107,1454,,0,,0,0,946,0.0,2,0,0,0,0,0
1349935,18/07/2022,422020.0,,,B063,CHABANASSI,31300,TOULOUSE,31,555,91,,2,,0,0,0,0.0,2,1,0,0,0,0
1364711,28/09/2022,457750.0,21,RUE,0100,ETIENNE BILLIERES,31150,FENOUILLET,31,182,81,,0,1,184,6,949,0.0,1,0,0,0,0,1
1397390,18/07/2022,225820.0,,,B066,LE STADE,31360,SAINT-MARTORY,31,503,222,,0,,0,0,567,0.0,1,0,0,0,0,0
1396998,18/07/2022,79000.0,,,B067,TOURNE,31430,GRATENS,31,229,556,,0,,0,0,1581,0.0,1,0,0,0,0,0
1336464,18/05/2022,412990.0,14,RUE,0372,D'ANTIPOUL,31300,TOULOUSE,31,555,64,,2,2,45,2,0,0.0,2,0,1,1,0,0
1342214,17/06/2022,296200.0,41,RUE,0170,DE PESSOLES,31150,GAGNAC SUR GARONNE,31,205,199,,2,3,60,3,0,60.77,2,0,1,1,0,0
1395777,17/06/2022,214650.0,8,IMP,0171,LES VILLAS DE L'ARMAJOU,31800,VILLENEUVE DE RIVIERE,31,585,1508,,0,1,92,4,1038,0.0,1,0,0,0,0,1
1372131,15/11/2022,1203000.0,,RUE,5920,MICHEL ANGE,31200,TOULOUSE,31,555,141,,3,,0,0,0,0.0,3,1,0,0,0,0
1342246,20/06/2022,570000.0,27,AV,3940,DE LA GLOIRE,31500,TOULOUSE,31,555,205,,2,2,75,4,0,0.0,2,0,1,1,0,0
1344979,06/07/2022,670860.0,2,RUE,7676,DE ROYAN,31200,TOULOUSE,31,555,513,,5,3,70,4,0,0.0,3,0,1,1,0,0
1371359,28/11/2022,152000.0,2,PL,4940,LAFOURCADE,31400,TOULOUSE,31,555,105,,1,2,71,3,0,0.0,1,0,1,0,0,0
1384067,02/02/2022,90000.0,12,RUE,0370,DU DOCTEUR GERMES,31110,BAGNERES-DE-LUCHON,31,42,133,,2,3,25,2,0,43.6,2,0,1,1,0,0
1345167,07/07/2022,280000.0,3,RUE,6915,PIERRE SAVIGNOL,31100,TOULOUSE,31,555,45,,1,2,79,4,0,0.0,1,0,1,0,0,0
1370227,26/10/2022,94500.0,,,B113,VIGNE BLANCHE,31330,LAUNAC,31,281,949,,0,,0,0,1200,0.0,1,0,0,0,0,0
1398624,13/07/2022,155000.0,,,B002,AMPLAN,31510,MALVEZIE,31,313,1093,,0,,0,0,330,0.0,1,0,0,0,0,0
1349475,13/07/2022,632960.0,,,B003,BORDE ROUGE,31180,ROUFFIAC TOLOSAN,31,462,63,,0,,0,0,1500,0.0,1,0,0,0,0,0
1345952,13/07/2022,482798.0,,,B004,L AMOUR TROMPE,31270,CUGNAUX,31,157,317,,2,,0,0,0,0.0,2,1,0,0,0,0
1369043,28/10/2022,237960.0,,RUE,5920,MICHEL ANGE,31200,TOULOUSE,31,555,141,,1,,0,0,0,0.0,1,1,0,0,0,0
1347167,13/07/2022,29000.0,,,B005,CAUDERRAQUE,31480,PELLEPORT,31,413,1059,,0,,0,0,478,0.0,2,0,0,0,0,0
