index,date_mutation,valeur_fonciere,num_voie,type_voie,code_voie,voie,code_postal,commune,code_dep,code_com,no_plan,no_vol,nb_lot,code_typ_local,surface_reel_bati,nb_piece_prin,surf_terrain,tt_surf_carez,vente,vente_etat_futur_achev,appartement,dependance,local_indus_com,maison
27/11/2023,27/11/2023,312480.0,12,CHE,0693,DES PALANQUES NORD,31120,PORTET SUR GARONNE,31,433,60,,2,3,51,2,0,51.61,2,0,1,1,0,0
15/11/2023,15/11/2023,65500.0,,,B032,ROUQUETTE,31340,BONDIGOUX,31,73,121,,0,,0,0,1481,0.0,2,0,0,0,0,0
13/10/2023,13/10/2023,8202.0,,,B049,POUNDAOUDOUN,31800,LABARTHE RIVIERE,31,247,55,,0,,0,0,2730,0.0,1,0,0,0,0,0
13/10/2023,13/10/2023,251450.0,,,B047,LA GIROUE,31230,L ISLE-EN-DODON,31,239,261,,0,,0,0,1142,0.0,1,0,0,0,0,0
13/10/2023,13/10/2023,17000.0,,,B048,POUMES,31800,LABARTHE RIVIERE,31,247,2418,,0,,0,0,226,0.0,1,0,0,0,0,0
24/03/2023,24/03/2023,287520.0,27,BD,5052,DE LARRAMET,31300,TOULOUSE,31,555,537,,4,2,68,4,0,0.0,2,0,1,1,0,0
13/10/2023,13/10/2023,144900.0,,,B034,GOURDOU,31180,LAPEYROUSE FOSSAT,31,273,3661,,0,,0,0,506,0.0,1,0,0,0,0,0
15/11/2023,15/11/2023,520000.0,10,,B045,HAMEAU DE MANGE POMMES,31520,RAMONVILLE ST AGNE,31,446,115,,0,1,129,6,486,0.0,1,0,0,0,0,1
01/08/2023,01/08/2023,552645.0,14,CHE,4216,DE HEREDIA,31500,TOULOUSE,31,555,3,,5,3,73,4,0,71.45,3,0,1,1,0,0
23/08/2023,23/08/2023,249000.0,157,CHE,8088,DE LA SALADE PONSAN,31400,TOULOUSE,31,555,470,,2,2,49,3,0,44.05,2,0,1,1,0,0
13/10/2023,13/10/2023,191800.0,,,B036,LE RAMIER,31810,VENERQUE,31,572,1005,,0,,0,0,755,0.0,2,0,0,0,0,0
21/09/2023,21/09/2023,4270000.0,17,RUE,1940,CHARLES GOUNOD,31200,TOULOUSE,31,555,56,,0,2,204,11,2730,0.0,7,0,1,1,0,0
22/02/2023,22/02/2023,441600.0,2,AV,5044,DE LARDENNE,31100,TOULOUSE,31,555,108,,4,,0,0,0,0.0,4,1,0,0,0,0
03/01/2023,03/01/2023,286250.0,3,RUE,0315,ALEXANDRA DAVID-NEEL,31270,VILLENEUVE TOLOSANE,31,588,299,,0,1,87,4,302,0.0,1,0,0,0,0,1
04/05/2023,04/05/2023,960000.0,17,RUE,1080,DES CAPITOULS,31170,TOURNEFEUILLE,31,557,407,,0,1,131,5,3042,0.0,3,0,0,1,0,1
24/03/2023,24/03/2023,102000.0,278,AV,5044,DE LARDENNE,31100,TOULOUSE,31,555,268,,1,2,50,2,0,44.81,1,0,1,0,0,0
30/06/2023,30/06/2023,4800000.0,,AV,0286,L OCCITANE,31670,LABEGE,31,254,15,2,0,,0,0,0,0.0,1,1,0,0,0,0
18/12/2023,18/12/2023,118800.0,1,RUE,8402,TASTAVIN,31100,TOULOUSE,31,555,21,,2,4,34,0,0,17.0,2,0,0,0,1,0
29/12/2023,29/12/2023,290000.0,9,RUE,0664,MARGUERITE YOURCENAR,31320,CASTANET TOLOSAN,31,113,62,,4,3,40,2,0,0.0,2,0,1,1,0,0
07/03/2023,07/03/2023,614700.0,33,AV,0391,DE LA PEYRIERE,31240,ST JEAN,31,488,640,,3,3,61,3,0,60.37,3,0,1,1,0,0
30/06/2023,30/06/2023,432000.0,17,,0281,COTE VIEILLE,31620,CASTELNAU D ESTRETEFONDS,31,118,2580,,2,2,94,4,0,0.0,2,0,1,1,0,0
15/11/2023,15/11/2023,1200.0,,,B017,LACOSTE,31360,BEAUCHALOT,31,50,103,,0,,0,0,600,0.0,1,0,0,0,0,0
31/10/2023,31/10/2023,18000.0,17,RUE,2125,CLAUDIUS ROUGENET,31500,TOULOUSE,31,555,105,,1,3,0,0,0,0.0,1,0,0,1,0,0
15/11/2023,15/11/2023,1000.0,,,B014,CLOUTAS,31160,ROUEDE,31,461,231,,0,,0,0,2830,0.0,1,0,0,0,0,0
15/11/2023,15/11/2023,1451335.0,264,,B013,HAJAN,31480,GARAC,31,209,1294,,0,3,240,8,4404,0.0,4,0,0,1,0,1
16/11/2023,16/11/2023,143000.0,12,IMP,8495,TONY PONCET,31300,TOULOUSE,31,555,87,,1,2,67,2,0,67.24,1,0,1,0,0,0
02/06/2023,02/06/2023,570000.0,23,BD,5960,DES MINIMES,31200,TOULOUSE,31,555,278,,5,2,53,2,0,0.0,3,0,1,1,0,0
15/11/2023,15/11/2023,939200.0,,,B011,ENGOURDOU,31380,MONTPITOL,31,388,11,,0,,128,4,2253,0.0,4,0,0,1,0,1
29/12/2023,29/12/2023,449800.0,55,AV,0670,DE GAMEVILLE,31650,ST ORENS DE GAMEVILLE,31,506,64,,2,,0,0,0,0.0,2,1,0,0,0,0
15/11/2023,15/11/2023,7500.0,,,B010,LAPEYROUSE,31800,ST IGNAN,31,487,21,,0,,0,0,7325,0.0,3,0,0,0,0,0
21/11/2023,21/11/2023,1050000.0,18,AV,0140,DES TILLEULS,31120,ROQUES,31,458,168,,0,1,135,3,2052,0.0,3,0,0,1,1,1
04/04/2023,04/04/2023,481800.0,14,AV,1240,DE TOULOUSE,31650,ST ORENS DE GAMEVILLE,31,506,221,,2,,0,0,0,47.15,2,1,0,0,0,0
15/02/2023,15/02/2023,136500.0,46,RUE,2192,DE LA COLOMBETTE,31000,TOULOUSE,31,555,356,,2,4,60,0,0,50.08,1,0,0,0,1,0
28/07/2023,28/07/2023,240480.0,6,IMP,7350,DU RECTEUR GHEUSI,31100,TOULOUSE,31,555,77,,0,1,93,4,114,0.0,1,0,0,0,0,1
21/11/2023,21/11/2023,137789.61,58,AV,0160,DE FRONTON,31140,ST ALBAN,31,467,120,,0,4,70,0,203,0.0,1,0,0,0,1,0
07/03/2023,07/03/2023,420000.0,10,RUE,0380,GAMBETTA,31340,VILLEMUR SUR TARN,31,584,592,1,0,,146,4,312,0.0,3,0,1,0,1,0
04/07/2023,04/07/2023,1711050.0,5,RUE,3376,DE FONTAINEBLEAU,31400,TOULOUSE,31,555,114,,0,3,112,4,813,0.0,3,0,0,1,0,1
25/10/2023,25/10/2023,1.0,,RTE,0680,DE FONTENILLES,31470,FONSORBES,31,187,188,,0,,0,0,10,0.0,1,0,0,0,0,0
30/06/2023,30/06/2023,210000.0,3,AV,0290,DE CUGNAUX,31270,VILLENEUVE TOLOSANE,31,588,433,,4,4,163,0,0,0.0,1,0,0,0,1,0
15/11/2023,15/11/2023,644400.0,,,B029,LES CHAMPS DE BERTOULOTS,31600,EAUNES,31,165,54,,3,,0,0,0,0.0,3,1,0,0,0,0
07/03/2023,07/03/2023,894400.0,1829,RTE,0384,DEPARTEMENTALE 820,31860,LABARTHE SUR LEZE,31,248,108,,0,1,168,10,16108,0.0,4,0,0,1,0,1
20/09/2023,20/09/2023,483660.0,3,RUE,0556,PIERRE BROSSOLETTE,31240,ST JEAN,31,488,24,,0,1,130,6,796,0.0,1,0,0,0,0,1
15/11/2023,15/11/2023,138000.0,23,,B025,LA BORDETTE,31290,AVIGNONET LAURAGAIS,31,37,152,,0,1,75,4,430,0.0,1,0,0,0,0,1
21/11/2023,21/11/2023,0.0,,RTE,0157,DE VILLENEUVE,31120,ROQUES,31,458,555,,0,,0,0,22581,0.0,7,0,0,0,0,0
21/11/2023,21/11/2023,0.0,2,RUE,0155,DU VIEUX COLOMBIER,31120,ROQUES,31,458,407,,0,4,940,0,1711,0.0,1,0,0,0,1,0
16/08/2023,16/08/2023,796725.0,50,AV,5196,DE LESPINET,31400,TOULOUSE,31,555,204,,3,3,81,4,0,0.0,3,0,1,1,0,0
15/11/2023,15/11/2023,219420.0,24,,B022,MURIERS,31270,FROUZINS,31,203,444,,0,,0,0,143,0.0,1,0,0,0,0,0
15/11/2023,15/11/2023,15.0,,,B021,PLANO DE BRU,31380,GARIDECH,31,212,2192,,0,,0,0,8166,0.0,15,0,0,0,0,0
05/01/2023,05/01/2023,1.0,1,IMP,0501,DES ARENES,31190,AUTERIVE,31,33,270,,0,,0,0,298,0.0,1,0,0,0,0,0
04/04/2023,04/04/2023,636000.0,1,RUE,1232,BOILLY,31300,TOULOUSE,31,555,388,,2,,0,0,0,0.0,2,1,0,0,0,0
03/01/2023,03/01/2023,312000.0,22,RUE,0376,ANTOINE COURTHIEU,31500,TOULOUSE,31,555,486,,4,3,57,3,0,0.0,2,0,1,1,0,0
07/03/2023,07/03/2023,241000.0,3,RUE,0370,SUZANNE VALADON,31850,MONTRABE,31,389,102,,2,2,45,2,0,45.82,2,0,1,1,0,0
21/09/2023,21/09/2023,360000.0,4,RUE,1912,CHARLAS,31200,TOULOUSE,31,555,57,,2,2,55,3,0,0.0,2,0,1,1,0,0
13/09/2023,13/09/2023,264000.0,5,PL,6052,DE MONTELIMAR,31500,TOULOUSE,31,555,7,,4,3,70,3,0,72.58,2,0,1,1,0,0
06/06/2023,06/06/2023,272000.0,40,RUE,1034,CHATEAUBRIAND,31830,PLAISANCE DU TOUCH,31,424,273,,0,1,81,4,185,0.0,1,0,0,0,0,1
14/03/2023,14/03/2023,480800.0,77,RUE,3200,DE LA FAOURETTE,31100,TOULOUSE,31,555,289,,10,3,86,4,0,83.23,4,0,1,1,0,0
02/06/2023,02/06/2023,380000.0,26,CHE,3324,DE LA FLAMBERE,31300,TOULOUSE,31,555,281,,2,3,66,3,0,0.0,2,0,1,1,0,0
21/09/2023,21/09/2023,333120.0,46,RUE,1916,CHARLES BAUDELAIRE,31200,TOULOUSE,31,555,261,,1,2,87,4,0,0.0,1,0,1,0,0,0
20/10/2023,20/10/2023,50000.0,121,AV,1584,CAMILLE PUJOL,31500,TOULOUSE,31,555,171,,1,3,0,0,0,0.0,1,0,0,1,0,0
21/11/2023,21/11/2023,204000.0,6,RUE,0182,DES FRENES,31270,FROUZINS,31,203,512,,4,3,37,2,0,37.03,2,0,1,1,0,0
13/10/2023,13/10/2023,382000.0,,,B076,VILLAGE,31870,LAGARDELLE SUR LEZE,31,263,1112,,0,,0,0,244,0.0,2,0,0,0,0,0
15/09/2023,15/09/2023,2160000.0,11,RUE,8892,VILLENEUVE,31300,TOULOUSE,31,555,360,,5,2,142,6,0,0.0,4,0,1,1,0,0
13/10/2023,13/10/2023,10000.0,,,B072,PAGUERE DE BOLIHE,31230,MONTBERNARD,31,363,156,,0,,0,0,1448,0.0,1,0,0,0,0,0
15/11/2023,15/11/2023,1200.0,,,B004,BAQUE,31360,BEAUCHALOT,31,50,42,,0,,0,0,2307,0.0,1,0,0,0,0,0
05/01/2023,05/01/2023,213794.0,4,PL,0520,ARNAUD BERNARD,31000,TOULOUSE,31,555,412,,2,3,28,1,0,26.22,2,0,1,1,0,0
09/05/2023,09/05/2023,154000.0,1,RUE,0189,DE LA FONTASSE,31560,NAILLOUX,31,396,1615,,2,2,42,2,0,41.57,2,0,1,1,0,0
13/09/2023,13/09/2023,344000.0,3,RUE,6064,MONTMORENCY,31200,TOULOUSE,31,555,339,,4,2,56,3,0,55.78,2,0,1,1,0,0
20/09/2023,20/09/2023,530000.0,308,RTE,0570,D EAUNES,31600,MURET,31,395,95,,0,1,92,3,2776,0.0,2,0,0,1,0,1
04/04/2023,04/04/2023,690000.0,36,CHE,1210,DU CHANDELIER,31170,TOURNEFEUILLE,31,557,2216,,0,3,110,5,2384,0.0,2,0,0,1,0,1
02/03/2023,02/03/2023,1543400.0,1,RUE,1290,STEPHEN LIEGEARD,31110,BAGNERES-DE-LUCHON,31,42,113,,0,3,160,6,1855,0.0,5,0,1,1,0,0
17/04/2023,17/04/2023,427200.0,,AV,4616,JEAN MOULIN,31400,TOULOUSE,31,555,172,,2,,0,0,0,0.0,2,1,0,0,0,0
06/02/2023,06/02/2023,108720.0,225,AV,1772,DE CASTRES,31500,TOULOUSE,31,555,226,,1,2,33,2,0,32.81,1,0,1,0,0,0
22/09/2023,22/09/2023,421574.0,7,RUE,0740,VERLAINE,31240,ST JEAN,31,488,229,,2,1,149,7,775,58.33,3,0,1,1,0,1
22/09/2023,22/09/2023,905175.0,5,RUE,0741,DES ORMES,31320,CASTANET TOLOSAN,31,113,33,,3,3,100,4,0,90.62,3,0,1,1,0,0
05/04/2023,05/04/2023,806700.0,11,RUE,0015,DU BARRY,31150,GRATENTOUR,31,230,244,,3,,0,0,0,0.0,3,1,0,0,0,0
17/04/2023,17/04/2023,527700.0,17,AV,4652,JEAN RIEUX,31500,TOULOUSE,31,555,397,,2,3,49,2,0,0.0,2,0,1,1,0,0
05/04/2023,05/04/2023,640036.6,1,CHE,0010,DU BOIS,31350,SARRECAVE,31,531,91,,0,1,300,15,6280,0.0,3,0,0,0,0,1
30/06/2023,30/06/2023,135000.0,7,RUE,0240,DU VERGER,31150,BRUGUIERES,31,91,324,,0,1,88,4,569,0.0,1,0,0,0,0,1
27/06/2023,27/06/2023,285000.0,3,,A100,LES TERRASSES DU GOLF 1,31840,SEILH,31,541,665,,5,3,31,1,0,0.0,3,0,1,1,0,0
01/06/2023,01/06/2023,709350.0,83,AV,4540,JEAN CHAUBET,31500,TOULOUSE,31,555,378,,5,3,82,5,0,0.0,3,0,1,1,0,0
04/07/2023,04/07/2023,260760.0,,RUE,5920,MICHEL ANGE,31200,TOULOUSE,31,555,141,,1,,0,0,0,0.0,1,1,0,0,0,0
23/03/2023,23/03/2023,15100.0,25,CHE,6262,DE NICOL,31200,TOULOUSE,31,555,37,,1,3,0,0,0,0.0,1,0,0,1,0,0
07/04/2023,07/04/2023,360000.0,20,IMP,0160,DE CAPDEVILLE,31380,GRAGNAGUE,31,228,1313,,0,,0,0,1177,0.0,2,0,0,0,0,0
02/11/2023,02/11/2023,1465000.0,3,ALL,6280,DU NIGER,31000,TOULOUSE,31,555,176,,7,2,124,5,0,56.53,5,0,1,1,0,0
06/09/2023,06/09/2023,294701.0,5,RUE,3160,D'EVIAN,31300,TOULOUSE,31,555,39,,1,1,70,4,0,92.72,1,0,0,0,0,1
05/04/2023,05/04/2023,243000.0,12,RTE,0026,DE BALMA,31130,PIN BALMA,31,418,86,,0,3,0,0,1118,0.0,1,0,0,1,0,0
30/06/2023,30/06/2023,163500.0,207,RUE,0256,DU FAUBOURG DES ARTS,31660,BESSIERES,31,66,682,,0,1,45,3,288,0.0,1,0,0,0,0,1
28/12/2023,28/12/2023,4608000.0,18,CHE,1892,DU CHAPITRE,31100,TOULOUSE,31,555,105,,0,,0,0,7434,0.0,3,0,0,0,0,0
30/06/2023,30/06/2023,425500.0,250,RTE,0252,DE LEVIGNAC,31820,PIBRAC,31,417,188,,0,1,142,5,950,0.0,1,0,0,0,0,1
05/04/2023,05/04/2023,79000.0,7,AV,0029,ALEXANDRE MONOURY,31250,REVEL,31,451,56,,0,1,35,2,32,0.0,1,0,0,0,0,1
26/12/2023,26/12/2023,348560.0,29,RUE,1740,DES CASERNES,31400,TOULOUSE,31,555,563,,4,3,50,2,0,50.51,2,0,1,1,0,0
09/10/2023,09/10/2023,366750.0,20,AV,5789,MAURICE BOURGES-MAUNOURY,31200,TOULOUSE,31,555,183,,6,3,44,2,0,44.36,4,0,1,1,0,0
