date,granularite,maille_code,nom_region,cas_confirmes,deces,hospitalises,gueris
24/01/2020,region,REG-11,Île-de-France,2.0,,2.0,
24/01/2020,region,REG-11,Île-de-France,2.0,,2.0,
24/01/2020,region,REG-75,Nouvelle-Aquitaine,1.0,,,
24/01/2020,region,REG-75,Nouvelle-Aquitaine,1.0,,1.0,
24/01/2020,region,REG-75,Nouvelle-Aquitaine,1.0,,1.0,
25/01/2020,region,REG-11,Île-de-France,2.0,,2.0,
25/01/2020,region,REG-75,Nouvelle-Aquitaine,1.0,,1.0,
26/01/2020,region,REG-11,Île-de-France,2.0,,2.0,
26/01/2020,region,REG-75,Nouvelle-Aquitaine,1.0,,1.0,
27/01/2020,region,REG-11,Île-de-France,2.0,,2.0,
27/01/2020,region,REG-75,Nouvelle-Aquitaine,1.0,,1.0,
28/01/2020,region,REG-11,Île-de-France,3.0,,3.0,
28/01/2020,region,REG-75,Nouvelle-Aquitaine,1.0,,1.0,
29/01/2020,region,REG-11,Île-de-France,4.0,,4.0,
29/01/2020,region,REG-75,Nouvelle-Aquitaine,1.0,,1.0,
30/01/2020,region,REG-11,Île-de-France,5.0,,5.0,
30/01/2020,region,REG-75,Nouvelle-Aquitaine,1.0,,1.0,
31/01/2020,region,REG-11,Île-de-France,5.0,,5.0,
31/01/2020,region,REG-75,Nouvelle-Aquitaine,1.0,,1.0,
03/02/2020,region,REG-11,Île-de-France,5.0,,5.0,
03/02/2020,region,REG-75,Nouvelle-Aquitaine,1.0,,1.0,
05/02/2020,region,REG-11,Île-de-France,5.0,,5.0,
05/02/2020,region,REG-75,Nouvelle-Aquitaine,1.0,,1.0,
06/02/2020,region,REG-11,Île-de-France,5.0,,5.0,
06/02/2020,region,REG-75,Nouvelle-Aquitaine,1.0,,1.0,
07/02/2020,region,REG-11,Île-de-France,5.0,,5.0,
07/02/2020,region,REG-75,Nouvelle-Aquitaine,1.0,,1.0,
07/02/2020,region,REG-84,Auvergne-Rhône-Alpes,5.0,0.0,5.0,
08/02/2020,region,REG-11,Île-de-France,5.0,,5.0,
08/02/2020,region,REG-75,Nouvelle-Aquitaine,1.0,,1.0,
08/02/2020,region,REG-84,Auvergne-Rhône-Alpes,5.0,0.0,5.0,
08/02/2020,region,REG-84,Auvergne-Rhône-Alpes,5.0,0.0,5.0,
10/02/2020,region,REG-11,Île-de-France,5.0,,5.0,
10/02/2020,region,REG-75,Nouvelle-Aquitaine,1.0,,1.0,
10/02/2020,region,REG-84,Auvergne-Rhône-Alpes,5.0,0.0,5.0,
11/02/2020,region,REG-11,Île-de-France,5.0,,5.0,
11/02/2020,region,REG-75,Nouvelle-Aquitaine,1.0,,1.0,
11/02/2020,region,REG-84,Auvergne-Rhône-Alpes,5.0,0.0,5.0,
12/02/2020,region,REG-11,Île-de-France,5.0,,5.0,
12/02/2020,region,REG-75,Nouvelle-Aquitaine,1.0,,1.0,
12/02/2020,region,REG-84,Auvergne-Rhône-Alpes,5.0,0.0,5.0,
20/02/2020,region,REG-11,Île-de-France,5.0,,4.0,
20/02/2020,region,REG-75,Nouvelle-Aquitaine,1.0,,1.0,
20/02/2020,region,REG-84,Auvergne-Rhône-Alpes,6.0,0.0,6.0,
25/02/2020,region,REG-27,Bourgogne-Franche-Comté,0.0,0.0,,
26/02/2020,region,REG-32,Hauts-de-France,2.0,1.0,,
26/02/2020,region,REG-44,Grand Est,1.0,0.0,,
27/02/2020,region,REG-84,Auvergne-Rhône-Alpes,2.0,0.0,,
28/02/2020,region,REG-01,Guadeloupe,0.0,,,
28/02/2020,region,REG-02,Martinique,0.0,,,
28/02/2020,region,REG-03,Guyane,0.0,,,
28/02/2020,region,REG-04,La Réunion,0.0,,,
28/02/2020,region,REG-06,Mayotte,0.0,,,
28/02/2020,region,REG-11,Île-de-France,9.0,,,
28/02/2020,region,REG-24,Centre-Val de Loire,0.0,,,
28/02/2020,region,REG-27,Bourgogne-Franche-Comté,5.0,0.0,,
28/02/2020,region,REG-27,Bourgogne-Franche-Comté,4.0,,,
28/02/2020,region,REG-28,Normandie,1.0,,,
28/02/2020,region,REG-28,Normandie,0.0,,,
28/02/2020,region,REG-32,Hauts-de-France,9.0,,,
28/02/2020,region,REG-44,Grand Est,1.0,,,
28/02/2020,region,REG-52,Pays de la Loire,1.0,,,
28/02/2020,region,REG-53,Bretagne,1.0,,,
28/02/2020,region,REG-75,Nouvelle-Aquitaine,1.0,,,
28/02/2020,region,REG-76,Occitanie,1.0,,,
28/02/2020,region,REG-84,Auvergne-Rhône-Alpes,11.0,,,
28/02/2020,region,REG-93,Provence-Alpes-Côte d'Azur,0.0,,,
28/02/2020,region,REG-94,Corse,0.0,,,
29/02/2020,region,REG-75,Nouvelle-Aquitaine,4.0,,,
01/03/2020,region,REG-27,Bourgogne-Franche-Comté,10.0,0.0,,
02/03/2020,region,REG-01,Guadeloupe,0.0,,,
02/03/2020,region,REG-02,Martinique,0.0,,,
02/03/2020,region,REG-03,Guyane,0.0,,,
02/03/2020,region,REG-04,La Réunion,0.0,,,
02/03/2020,region,REG-06,Mayotte,0.0,,,
02/03/2020,region,REG-11,Île-de-France,34.0,,,
02/03/2020,region,REG-24,Centre-Val de Loire,0.0,,,
02/03/2020,region,REG-27,Bourgogne-Franche-Comté,8.0,,,
02/03/2020,region,REG-28,Normandie,2.0,0.0,,
02/03/2020,region,REG-28,Normandie,2.0,,,
02/03/2020,region,REG-32,Hauts-de-France,45.0,,,
02/03/2020,region,REG-44,Grand Est,7.0,0.0,,
02/03/2020,region,REG-44,Grand Est,12.0,,,
02/03/2020,region,REG-44,Grand Est,5.0,,,
02/03/2020,region,REG-52,Pays de la Loire,5.0,,,
02/03/2020,region,REG-53,Bretagne,13.0,,,
02/03/2020,region,REG-75,Nouvelle-Aquitaine,4.0,,,
02/03/2020,region,REG-76,Occitanie,6.0,,,
02/03/2020,region,REG-84,Auvergne-Rhône-Alpes,32.0,0.0,,6.0
02/03/2020,region,REG-84,Auvergne-Rhône-Alpes,37.0,,,
02/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,9.0,,,
02/03/2020,region,REG-94,Corse,0.0,,,
03/03/2020,region,REG-01,Guadeloupe,3.0,,,
03/03/2020,region,REG-02,Martinique,0.0,,,
03/03/2020,region,REG-03,Guyane,0.0,,,
03/03/2020,region,REG-04,La Réunion,0.0,,,
03/03/2020,region,REG-06,Mayotte,0.0,,,
03/03/2020,region,REG-11,Île-de-France,37.0,,,
03/03/2020,region,REG-24,Centre-Val de Loire,0.0,,,
03/03/2020,region,REG-27,Bourgogne-Franche-Comté,15.0,0.0,,
03/03/2020,region,REG-27,Bourgogne-Franche-Comté,13.0,,,
03/03/2020,region,REG-28,Normandie,2.0,,,
03/03/2020,region,REG-32,Hauts-de-France,59.0,,,
03/03/2020,region,REG-44,Grand Est,13.0,,,
03/03/2020,region,REG-52,Pays de la Loire,5.0,,,
03/03/2020,region,REG-53,Bretagne,19.0,,,
03/03/2020,region,REG-75,Nouvelle-Aquitaine,4.0,,,
03/03/2020,region,REG-75,Nouvelle-Aquitaine,4.0,,,
03/03/2020,region,REG-76,Occitanie,7.0,,,
03/03/2020,region,REG-84,Auvergne-Rhône-Alpes,36.0,0.0,,6.0
03/03/2020,region,REG-84,Auvergne-Rhône-Alpes,40.0,,,
03/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,10.0,,,
03/03/2020,region,REG-94,Corse,0.0,,,
04/03/2020,region,REG-01,Guadeloupe,0.0,,,
04/03/2020,region,REG-02,Martinique,0.0,,,
04/03/2020,region,REG-03,Guyane,5.0,0.0,,
04/03/2020,region,REG-03,Guyane,0.0,,,
04/03/2020,region,REG-04,La Réunion,0.0,,,
04/03/2020,region,REG-06,Mayotte,0.0,,,
04/03/2020,region,REG-11,Île-de-France,55.0,,,
04/03/2020,region,REG-24,Centre-Val de Loire,0.0,,,
04/03/2020,region,REG-27,Bourgogne-Franche-Comté,19.0,0.0,,
04/03/2020,region,REG-27,Bourgogne-Franche-Comté,16.0,,,
04/03/2020,region,REG-28,Normandie,2.0,,,
04/03/2020,region,REG-32,Hauts-de-France,65.0,,,
04/03/2020,region,REG-44,Grand Est,26.0,0.0,,
04/03/2020,region,REG-44,Grand Est,38.0,,,
04/03/2020,region,REG-52,Pays de la Loire,7.0,,,
04/03/2020,region,REG-53,Bretagne,24.0,,,
04/03/2020,region,REG-53,Bretagne,23.0,,,
04/03/2020,region,REG-75,Nouvelle-Aquitaine,5.0,,,1.0
04/03/2020,region,REG-75,Nouvelle-Aquitaine,5.0,,,
04/03/2020,region,REG-76,Occitanie,9.0,,,
04/03/2020,region,REG-84,Auvergne-Rhône-Alpes,51.0,0.0,47.0,6.0
04/03/2020,region,REG-84,Auvergne-Rhône-Alpes,49.0,,,
04/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,18.0,0.0,,
04/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,13.0,,,
04/03/2020,region,REG-94,Corse,0.0,,,
05/03/2020,region,REG-01,Guadeloupe,0.0,,,
05/03/2020,region,REG-02,Martinique,0.0,,,
05/03/2020,region,REG-03,Guyane,5.0,,,
05/03/2020,region,REG-04,La Réunion,0.0,,,
05/03/2020,region,REG-06,Mayotte,0.0,,,
05/03/2020,region,REG-11,Île-de-France,77.0,,,
05/03/2020,region,REG-11,Île-de-France,76.0,,,
05/03/2020,region,REG-24,Centre-Val de Loire,3.0,,,
05/03/2020,region,REG-24,Centre-Val de Loire,2.0,,,
05/03/2020,region,REG-27,Bourgogne-Franche-Comté,44.0,0.0,,
05/03/2020,region,REG-27,Bourgogne-Franche-Comté,39.0,,,
05/03/2020,region,REG-28,Normandie,6.0,,,
05/03/2020,region,REG-32,Hauts-de-France,5.0,4.0,,
05/03/2020,region,REG-32,Hauts-de-France,74.0,,,
05/03/2020,region,REG-44,Grand Est,77.0,,,
05/03/2020,region,REG-52,Pays de la Loire,8.0,,,
05/03/2020,region,REG-53,Bretagne,31.0,,,
05/03/2020,region,REG-53,Bretagne,29.0,,,
05/03/2020,region,REG-75,Nouvelle-Aquitaine,8.0,,,1.0
05/03/2020,region,REG-75,Nouvelle-Aquitaine,8.0,,,
05/03/2020,region,REG-76,Occitanie,11.0,,,
05/03/2020,region,REG-84,Auvergne-Rhône-Alpes,63.0,0.0,,6.0
05/03/2020,region,REG-84,Auvergne-Rhône-Alpes,64.0,,,
05/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,26.0,0.0,,
05/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,18.0,,,
05/03/2020,region,REG-94,Corse,3.0,0.0,,0.0
05/03/2020,region,REG-94,Corse,3.0,,,
06/03/2020,region,REG-01,Guadeloupe,0.0,,,
06/03/2020,region,REG-02,Martinique,2.0,,,
06/03/2020,region,REG-03,Guyane,5.0,,,
06/03/2020,region,REG-04,La Réunion,0.0,,,
06/03/2020,region,REG-06,Mayotte,0.0,,,
06/03/2020,region,REG-11,Île-de-France,131.0,1.0,,
06/03/2020,region,REG-11,Île-de-France,89.0,,,
06/03/2020,region,REG-24,Centre-Val de Loire,7.0,,,
06/03/2020,region,REG-24,Centre-Val de Loire,11.0,,,
06/03/2020,region,REG-27,Bourgogne-Franche-Comté,80.0,0.0,,
06/03/2020,region,REG-27,Bourgogne-Franche-Comté,78.0,,,
06/03/2020,region,REG-28,Normandie,11.0,,,
06/03/2020,region,REG-32,Hauts-de-France,12.0,,,
06/03/2020,region,REG-32,Hauts-de-France,97.0,,,
06/03/2020,region,REG-44,Grand Est,81.0,0.0,,
06/03/2020,region,REG-44,Grand Est,136.0,,,
06/03/2020,region,REG-52,Pays de la Loire,12.0,,,
06/03/2020,region,REG-52,Pays de la Loire,16.0,,,
06/03/2020,region,REG-53,Bretagne,34.0,,,
06/03/2020,region,REG-53,Bretagne,32.0,,,
06/03/2020,region,REG-75,Nouvelle-Aquitaine,11.0,,,2.0
06/03/2020,region,REG-75,Nouvelle-Aquitaine,11.0,,,
06/03/2020,region,REG-76,Occitanie,18.0,,,
06/03/2020,region,REG-84,Auvergne-Rhône-Alpes,87.0,0.0,,6.0
06/03/2020,region,REG-84,Auvergne-Rhône-Alpes,75.0,,,
06/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,31.0,0.0,,
06/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,26.0,,,
06/03/2020,region,REG-94,Corse,5.0,0.0,,0.0
06/03/2020,region,REG-94,Corse,3.0,,,
07/03/2020,region,REG-01,Guadeloupe,0.0,,,
07/03/2020,region,REG-02,Martinique,2.0,,,
07/03/2020,region,REG-03,Guyane,5.0,,,
07/03/2020,region,REG-04,La Réunion,0.0,,,
07/03/2020,region,REG-06,Mayotte,0.0,,,
07/03/2020,region,REG-11,Île-de-France,161.0,1.0,,
07/03/2020,region,REG-11,Île-de-France,104.0,,,
07/03/2020,region,REG-24,Centre-Val de Loire,16.0,,,
07/03/2020,region,REG-27,Bourgogne-Franche-Comté,106.0,0.0,,
07/03/2020,region,REG-27,Bourgogne-Franche-Comté,129.0,,,
07/03/2020,region,REG-28,Normandie,10.0,1.0,,
07/03/2020,region,REG-28,Normandie,11.0,,,
07/03/2020,region,REG-32,Hauts-de-France,173.0,,,
07/03/2020,region,REG-44,Grand Est,250.0,,,
07/03/2020,region,REG-52,Pays de la Loire,18.0,,,
07/03/2020,region,REG-53,Bretagne,47.0,,,
07/03/2020,region,REG-53,Bretagne,40.0,,,
07/03/2020,region,REG-75,Nouvelle-Aquitaine,15.0,,,2.0
07/03/2020,region,REG-75,Nouvelle-Aquitaine,17.0,,,
07/03/2020,region,REG-76,Occitanie,29.0,,,1.0
07/03/2020,region,REG-76,Occitanie,36.0,,,
07/03/2020,region,REG-84,Auvergne-Rhône-Alpes,125.0,0.0,,6.0
07/03/2020,region,REG-84,Auvergne-Rhône-Alpes,102.0,,,
07/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,37.0,0.0,,
07/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,38.0,,,
07/03/2020,region,REG-94,Corse,19.0,0.0,,0.0
07/03/2020,region,REG-94,Corse,5.0,,,
08/03/2020,region,REG-11,Île-de-France,226.0,1.0,,
08/03/2020,region,REG-24,Centre-Val de Loire,17.0,,,
08/03/2020,region,REG-27,Bourgogne-Franche-Comté,112.0,0.0,,
08/03/2020,region,REG-28,Normandie,22.0,1.0,,
08/03/2020,region,REG-44,Grand Est,262.0,3.0,,
08/03/2020,region,REG-52,Pays de la Loire,24.0,,,1.0
08/03/2020,region,REG-53,Bretagne,59.0,,,
08/03/2020,region,REG-75,Nouvelle-Aquitaine,29.0,,,2.0
08/03/2020,region,REG-84,Auvergne-Rhône-Alpes,146.0,1.0,,8.0
08/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,52.0,0.0,,
09/03/2020,region,REG-11,Île-de-France,283.0,1.0,,
09/03/2020,region,REG-27,Bourgogne-Franche-Comté,119.0,0.0,,
09/03/2020,region,REG-28,Normandie,25.0,1.0,,
09/03/2020,region,REG-32,Hauts-de-France,181.0,15.0,,
09/03/2020,region,REG-44,Grand Est,310.0,4.0,,
09/03/2020,region,REG-53,Bretagne,71.0,,,
09/03/2020,region,REG-75,Nouvelle-Aquitaine,39.0,,,2.0
09/03/2020,region,REG-76,Occitanie,60.0,,,1.0
09/03/2020,region,REG-84,Auvergne-Rhône-Alpes,182.0,3.0,,8.0
09/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,72.0,0.0,,
09/03/2020,region,REG-94,Corse,38.0,1.0,,0.0
10/03/2020,region,REG-01,Guadeloupe,0.0,,,
10/03/2020,region,REG-02,Martinique,3.0,,,
10/03/2020,region,REG-03,Guyane,5.0,,,
10/03/2020,region,REG-04,La Réunion,0.0,,,
10/03/2020,region,REG-06,Mayotte,0.0,,,
10/03/2020,region,REG-11,Île-de-France,283.0,4.0,,
10/03/2020,region,REG-11,Île-de-France,334.0,,,
10/03/2020,region,REG-24,Centre-Val de Loire,17.0,,,
10/03/2020,region,REG-24,Centre-Val de Loire,18.0,,,
10/03/2020,region,REG-27,Bourgogne-Franche-Comté,147.0,1.0,,
10/03/2020,region,REG-27,Bourgogne-Franche-Comté,146.0,,,
10/03/2020,region,REG-28,Normandie,39.0,1.0,,
10/03/2020,region,REG-28,Normandie,37.0,,,
10/03/2020,region,REG-32,Hauts-de-France,222.0,16.0,,
10/03/2020,region,REG-32,Hauts-de-France,209.0,,,
10/03/2020,region,REG-44,Grand Est,464.0,5.0,,
10/03/2020,region,REG-44,Grand Est,464.0,,,
10/03/2020,region,REG-52,Pays de la Loire,27.0,,,4.0
10/03/2020,region,REG-52,Pays de la Loire,27.0,,,
10/03/2020,region,REG-53,Bretagne,81.0,,,
10/03/2020,region,REG-53,Bretagne,81.0,,,
10/03/2020,region,REG-75,Nouvelle-Aquitaine,55.0,,,2.0
10/03/2020,region,REG-75,Nouvelle-Aquitaine,54.0,,,
10/03/2020,region,REG-76,Occitanie,61.0,,,
10/03/2020,region,REG-84,Auvergne-Rhône-Alpes,227.0,3.0,,8.0
10/03/2020,region,REG-84,Auvergne-Rhône-Alpes,211.0,,,
10/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,90.0,0.0,,
10/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,89.0,,,
10/03/2020,region,REG-94,Corse,42.0,2.0,,0.0
10/03/2020,region,REG-94,Corse,42.0,,,
11/03/2020,region,REG-01,Guadeloupe,0.0,,,
11/03/2020,region,REG-01,Guadeloupe,0.0,,,
11/03/2020,region,REG-02,Martinique,3.0,,,
11/03/2020,region,REG-03,Guyane,6.0,0.0,,
11/03/2020,region,REG-03,Guyane,5.0,,,
11/03/2020,region,REG-04,La Réunion,1.0,,,
11/03/2020,region,REG-06,Mayotte,0.0,,,
11/03/2020,region,REG-11,Île-de-France,512.0,4.0,,
11/03/2020,region,REG-11,Île-de-France,492.0,,,
11/03/2020,region,REG-24,Centre-Val de Loire,20.0,,,
11/03/2020,region,REG-24,Centre-Val de Loire,20.0,,,
11/03/2020,region,REG-27,Bourgogne-Franche-Comté,165.0,3.0,,
11/03/2020,region,REG-27,Bourgogne-Franche-Comté,155.0,,,
11/03/2020,region,REG-28,Normandie,57.0,1.0,,
11/03/2020,region,REG-28,Normandie,54.0,,,
11/03/2020,region,REG-32,Hauts-de-France,263.0,,,
11/03/2020,region,REG-44,Grand Est,587.0,9.0,,
11/03/2020,region,REG-44,Grand Est,578.0,,,
11/03/2020,region,REG-52,Pays de la Loire,34.0,,,
11/03/2020,region,REG-53,Bretagne,93.0,1.0,,
11/03/2020,region,REG-53,Bretagne,94.0,,,
11/03/2020,region,REG-75,Nouvelle-Aquitaine,72.0,,,2.0
11/03/2020,region,REG-75,Nouvelle-Aquitaine,66.0,,,
11/03/2020,region,REG-76,Occitanie,118.0,,,1.0
11/03/2020,region,REG-76,Occitanie,87.0,,,
11/03/2020,region,REG-84,Auvergne-Rhône-Alpes,262.0,3.0,,8.0
11/03/2020,region,REG-84,Auvergne-Rhône-Alpes,264.0,,,
11/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,112.0,0.0,,
11/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,111.0,,,
11/03/2020,region,REG-94,Corse,51.0,3.0,,0.0
11/03/2020,region,REG-94,Corse,51.0,,,
12/03/2020,region,REG-01,Guadeloupe,0.0,,,
12/03/2020,region,REG-02,Martinique,4.0,,,
12/03/2020,region,REG-03,Guyane,6.0,,,
12/03/2020,region,REG-04,La Réunion,3.0,,,
12/03/2020,region,REG-06,Mayotte,0.0,,,
12/03/2020,region,REG-11,Île-de-France,605.0,4.0,,
12/03/2020,region,REG-11,Île-de-France,577.0,,,
12/03/2020,region,REG-24,Centre-Val de Loire,30.0,,,
12/03/2020,region,REG-24,Centre-Val de Loire,30.0,,,
12/03/2020,region,REG-27,Bourgogne-Franche-Comté,219.0,5.0,,
12/03/2020,region,REG-27,Bourgogne-Franche-Comté,219.0,,,
12/03/2020,region,REG-28,Normandie,68.0,1.0,8.0,
12/03/2020,region,REG-28,Normandie,68.0,,,
12/03/2020,region,REG-32,Hauts-de-France,337.0,20.0,,
12/03/2020,region,REG-32,Hauts-de-France,349.0,,,
12/03/2020,region,REG-44,Grand Est,699.0,,,
12/03/2020,region,REG-52,Pays de la Loire,42.0,,,4.0
12/03/2020,region,REG-52,Pays de la Loire,41.0,,,
12/03/2020,region,REG-53,Bretagne,120.0,3.0,,
12/03/2020,region,REG-53,Bretagne,117.0,,,
12/03/2020,region,REG-75,Nouvelle-Aquitaine,88.0,,,2.0
12/03/2020,region,REG-75,Nouvelle-Aquitaine,87.0,,,
12/03/2020,region,REG-76,Occitanie,150.0,,,1.0
12/03/2020,region,REG-76,Occitanie,133.0,,,
12/03/2020,region,REG-84,Auvergne-Rhône-Alpes,333.0,7.0,,8.0
12/03/2020,region,REG-84,Auvergne-Rhône-Alpes,329.0,,,
12/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,151.0,0.0,,
12/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,147.0,,,
12/03/2020,region,REG-94,Corse,64.0,3.0,,0.0
12/03/2020,region,REG-94,Corse,64.0,,,
13/03/2020,region,REG-01,Guadeloupe,1.0,,,
13/03/2020,region,REG-01,Guadeloupe,1.0,,,
13/03/2020,region,REG-02,Martinique,6.0,,,
13/03/2020,region,REG-03,Guyane,6.0,,,
13/03/2020,region,REG-04,La Réunion,5.0,,,
13/03/2020,region,REG-06,Mayotte,0.0,,,
13/03/2020,region,REG-11,Île-de-France,876.0,,,
13/03/2020,region,REG-11,Île-de-France,721.0,,,
13/03/2020,region,REG-24,Centre-Val de Loire,33.0,,,
13/03/2020,region,REG-24,Centre-Val de Loire,33.0,,,
13/03/2020,region,REG-27,Bourgogne-Franche-Comté,272.0,5.0,,
13/03/2020,region,REG-27,Bourgogne-Franche-Comté,272.0,,,
13/03/2020,region,REG-28,Normandie,97.0,1.0,11.0,
13/03/2020,region,REG-28,Normandie,97.0,,,
13/03/2020,region,REG-32,Hauts-de-France,368.0,26.0,,
13/03/2020,region,REG-32,Hauts-de-France,397.0,,,
13/03/2020,region,REG-44,Grand Est,910.0,21.0,,
13/03/2020,region,REG-44,Grand Est,911.0,,,
13/03/2020,region,REG-52,Pays de la Loire,56.0,,,4.0
13/03/2020,region,REG-52,Pays de la Loire,55.0,,,
13/03/2020,region,REG-53,Bretagne,157.0,3.0,,
13/03/2020,region,REG-53,Bretagne,155.0,,,
13/03/2020,region,REG-75,Nouvelle-Aquitaine,115.0,,,2.0
13/03/2020,region,REG-75,Nouvelle-Aquitaine,114.0,,,
13/03/2020,region,REG-76,Occitanie,175.0,,,3.0
13/03/2020,region,REG-76,Occitanie,172.0,,,
13/03/2020,region,REG-84,Auvergne-Rhône-Alpes,416.0,,,
13/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,211.0,0.0,,
13/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,212.0,,,
13/03/2020,region,REG-94,Corse,85.0,5.0,,0.0
13/03/2020,region,REG-94,Corse,85.0,,,
14/03/2020,region,REG-01,Guadeloupe,5.0,,,
14/03/2020,region,REG-01,Guadeloupe,3.0,,,
14/03/2020,region,REG-02,Martinique,10.0,,,
14/03/2020,region,REG-03,Guyane,7.0,0.0,,3.0
14/03/2020,region,REG-03,Guyane,7.0,,,
14/03/2020,region,REG-04,La Réunion,6.0,,,
14/03/2020,region,REG-06,Mayotte,1.0,,1.0,
14/03/2020,region,REG-06,Mayotte,1.0,,,
14/03/2020,region,REG-11,Île-de-France,1240.0,,,
14/03/2020,region,REG-11,Île-de-France,949.0,,,
14/03/2020,region,REG-24,Centre-Val de Loire,54.0,,,
14/03/2020,region,REG-24,Centre-Val de Loire,54.0,,,
14/03/2020,region,REG-27,Bourgogne-Franche-Comté,340.0,6.0,,
14/03/2020,region,REG-27,Bourgogne-Franche-Comté,339.0,,,
14/03/2020,region,REG-28,Normandie,127.0,1.0,12.0,
14/03/2020,region,REG-28,Normandie,127.0,,,
14/03/2020,region,REG-32,Hauts-de-France,463.0,29.0,,
14/03/2020,region,REG-32,Hauts-de-France,466.0,,,
14/03/2020,region,REG-44,Grand Est,1085.0,24.0,,
14/03/2020,region,REG-44,Grand Est,1085.0,,,
14/03/2020,region,REG-52,Pays de la Loire,82.0,,,4.0
14/03/2020,region,REG-52,Pays de la Loire,82.0,,,
14/03/2020,region,REG-53,Bretagne,178.0,3.0,,
14/03/2020,region,REG-53,Bretagne,182.0,,,
14/03/2020,region,REG-75,Nouvelle-Aquitaine,133.0,,,2.0
14/03/2020,region,REG-75,Nouvelle-Aquitaine,130.0,,,
14/03/2020,region,REG-76,Occitanie,210.0,,,3.0
14/03/2020,region,REG-76,Occitanie,214.0,,,
14/03/2020,region,REG-84,Auvergne-Rhône-Alpes,449.0,12.0,,8.0
14/03/2020,region,REG-84,Auvergne-Rhône-Alpes,454.0,,,
14/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,281.0,,,
14/03/2020,region,REG-94,Corse,106.0,5.0,,
14/03/2020,region,REG-94,Corse,106.0,,,
15/03/2020,region,REG-01,Guadeloupe,5.0,,,
15/03/2020,region,REG-01,Guadeloupe,6.0,,,
15/03/2020,region,REG-02,Martinique,15.0,,,
15/03/2020,region,REG-03,Guyane,11.0,0.0,,3.0
15/03/2020,region,REG-03,Guyane,7.0,,,
15/03/2020,region,REG-04,La Réunion,9.0,,,
15/03/2020,region,REG-06,Mayotte,1.0,,,
15/03/2020,region,REG-11,Île-de-France,1209.0,,,
15/03/2020,region,REG-24,Centre-Val de Loire,71.0,,,
15/03/2020,region,REG-27,Bourgogne-Franche-Comté,412.0,6.0,,
15/03/2020,region,REG-27,Bourgogne-Franche-Comté,412.0,,,
15/03/2020,region,REG-28,Normandie,143.0,1.0,19.0,
15/03/2020,region,REG-28,Normandie,143.0,,,
15/03/2020,region,REG-32,Hauts-de-France,507.0,,,
15/03/2020,region,REG-44,Grand Est,1378.0,45.0,,
15/03/2020,region,REG-44,Grand Est,1378.0,,,
15/03/2020,region,REG-52,Pays de la Loire,99.0,,,4.0
15/03/2020,region,REG-52,Pays de la Loire,98.0,,,
15/03/2020,region,REG-53,Bretagne,195.0,3.0,,
15/03/2020,region,REG-53,Bretagne,207.0,,,
15/03/2020,region,REG-75,Nouvelle-Aquitaine,152.0,2.0,,2.0
15/03/2020,region,REG-75,Nouvelle-Aquitaine,144.0,,,
15/03/2020,region,REG-76,Occitanie,254.0,1.0,,3.0
15/03/2020,region,REG-76,Occitanie,243.0,,,
15/03/2020,region,REG-84,Auvergne-Rhône-Alpes,523.0,18.0,,8.0
15/03/2020,region,REG-84,Auvergne-Rhône-Alpes,523.0,,,
15/03/2020,region,REG-93,Provence-Alpes-Côte d'Azur,330.0,,,
15/03/2020,region,REG-94,Corse,115.0,5.0,,
15/03/2020,region,REG-94,Corse,115.0,,,
16/03/2020,region,REG-01,Guadeloupe,18.0,,2.0,
16/03/2020,region,REG-01,Guadeloupe,18.0,,,
16/03/2020,region,REG-02,Martinique,16.0,,1.0,
16/03/2020,region,REG-02,Martinique,16.0,,,
16/03/2020,region,REG-03,Guyane,11.0,,,
16/03/2020,region,REG-04,La Réunion,9.0,,,
16/03/2020,region,REG-06,Mayotte,1.0,,,
16/03/2020,region,REG-11,Île-de-France,1762.0,,,
16/03/2020,region,REG-24,Centre-Val de Loire,90.0,,,
16/03/2020,region,REG-24,Centre-Val de Loire,90.0,,,
16/03/2020,region,REG-27,Bourgogne-Franche-Comté,507.0,6.0,146.0,25.0
16/03/2020,region,REG-27,Bourgogne-Franche-Comté,507.0,,,
16/03/2020,region,REG-28,Normandie,156.0,,,
